candidate_id,title,year,publisher,url,final_url,prescreen_bucket,original_triage_status,original_text_sha256,targeted_fetch_status,targeted_fetch_error,publication_date_from_url,retrieved_text_words,retrieved_text_sha256,retrieved_lonmin_mentions,case_terms,case_mentions_total,event_terms,event_mentions_total,event_distinct_terms,social_terms,social_mentions_total,social_distinct_terms,corporate_terms,corporate_mentions_total,corporate_distinct_terms,early_aug_oct_2012_window,title_has_routine_corporate_signal,title_has_case_process_signal,evidence_class,evidence_note,final_decision,final_reason_code,final_evidence_note
DISC-MEDIA-0357,I Heard The Machine Gun Fire Sound Of Police Shooting Down The Mineworkers In Marikana How Did We Come To This,2021,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2021-08-18-i-heard-the-machine-gun-fire-sound-of-police-shooting-down-the-mineworkers-in-marikana-how-did-we-come-to-this/,https://www.dailymaverick.co.za/opinionista/2021-08-18-i-heard-the-machine-gun-fire-sound-of-police-shooting-down-the-mineworkers-in-marikana-how-did-we-come-to-this/,explicit_case_title_review,priority_manual_review_case_signal,3a3f40f7cc6453e6f76ea9f85da08e1b5bfe3539fe40523dd78c38faee97afc1,retrieved_extracted,,2021-08-18,938,3a3f40f7cc6453e6f76ea9f85da08e1b5bfe3539fe40523dd78c38faee97afc1,0,marikana,2,worker_miner;shooting_death;wage;koppie,7,4,community;justice_accountability,2,2,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0358,We Remember Marikana Will The Government And President Ramaphosa Also Remember The Massacre 10 Years Later,2022,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2022-02-22-we-remember-marikana-will-the-government-and-president-ramaphosa-also-remember-the-massacre-10-years-later/,https://www.dailymaverick.co.za/opinionista/2022-02-22-we-remember-marikana-will-the-government-and-president-ramaphosa-also-remember-the-massacre-10-years-later/,explicit_case_title_review,priority_manual_review_case_signal,8ae050fa0689e37b5fb5e5db3a1851be97e9c6824e54bdd4b1b4273ad3c998f3,retrieved_extracted,,2022-02-22,655,8ae050fa0689e37b5fb5e5db3a1851be97e9c6824e54bdd4b1b4273ad3c998f3,1,marikana,14,strike;worker_miner;police;shooting_death;wage,13,5,,0,0,production_output,1,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0359,Minister Thulas Nxesi Beware Another Marikana Brewing While You Sleep,2022,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2022-05-08-minister-thulas-nxesi-beware-another-marikana-brewing-while-you-sleep/,https://www.dailymaverick.co.za/opinionista/2022-05-08-minister-thulas-nxesi-beware-another-marikana-brewing-while-you-sleep/,explicit_case_title_review,priority_manual_review_case_signal,167be39d58fc9dcc683feb9c2082f1431c04df740ee31ea096dc20c4f09a95e7,retrieved_extracted,,2022-05-08,784,167be39d58fc9dcc683feb9c2082f1431c04df740ee31ea096dc20c4f09a95e7,1,marikana,8,strike;worker_miner;police;shooting_death;wage;union;protest_unrest;koppie,39,8,,0,0,,0,0,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0360,Lets Never Forget The Marikana Massacre And Start The Daunting Task Of Building A Social Pact,2022,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2022-08-18-lets-never-forget-the-marikana-massacre-and-start-the-daunting-task-of-building-a-social-pact/,https://www.dailymaverick.co.za/opinionista/2022-08-18-lets-never-forget-the-marikana-massacre-and-start-the-daunting-task-of-building-a-social-pact/,explicit_case_title_review,priority_manual_review_case_signal,74777ea08233fe763a13945e1d5f2c88fc5977b0dafc6d3f37370599e03b2ebd,retrieved_extracted,,2022-08-18,1201,74777ea08233fe763a13945e1d5f2c88fc5977b0dafc6d3f37370599e03b2ebd,0,marikana,7,worker_miner;police;shooting_death;union;protest_unrest,17,5,housing;community,11,2,,0,0,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0361,Marikana 11 Years On Where Little Has Changed And Justice Still Evades Us,2023,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2023-08-15-marikana-11-years-on-where-little-has-changed-and-justice-still-evades-us/,https://www.dailymaverick.co.za/opinionista/2023-08-15-marikana-11-years-on-where-little-has-changed-and-justice-still-evades-us/,explicit_case_title_review,priority_manual_review_case_signal,97007ddc20fef514e4e1d8a8d20f4c0c63bb0c4364b67eeb9b4282050a3f819d,retrieved_extracted,,2023-08-15,847,97007ddc20fef514e4e1d8a8d20f4c0c63bb0c4364b67eeb9b4282050a3f819d,1,marikana,10,police;shooting_death;union,20,3,justice_accountability;commission_inquiry,17,2,share_price;transaction,4,2,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0362,46 Year Old Man Dies In Accident At Lonmin Mine,2018,Engineering News,https://www.engineeringnews.co.za/article/46-year-old-man-dies-in-accident-at-lonmin-mine-2018-10-02,https://www.engineeringnews.co.za/article/46-year-old-man-dies-in-accident-at-lonmin-mine-2018-10-02,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,a66526c1e8fa9bca1faeeb8fb46146d565b5ccbaee6fc7083922236e06a75566,retrieved_extracted,,2018-10-02,413,a66526c1e8fa9bca1faeeb8fb46146d565b5ccbaee6fc7083922236e06a75566,4,,0,worker_miner,1,1,,0,0,earnings_results;exploration_project,3,2,false,false,false,ambiguous_low_signal,Signals are insufficient for a defensible inclusion/exclusion decision.,,,
DISC-MEDIA-0363,Amcu Blasts Zuma Over Marikana Plan,2016,Engineering News,https://www.engineeringnews.co.za/article/amcu-blasts-zuma-over-marikana-plan-2016-12-13-1,https://www.engineeringnews.co.za/article/amcu-blasts-zuma-over-marikana-plan-2016-12-13-1,explicit_case_title_review,priority_manual_review_case_signal,86fdfd15c6007cd967f61ac82a567bbf94b0f230b895ecd184128c8522e90800,retrieved_extracted,,2016-12-13,962,86fdfd15c6007cd967f61ac82a567bbf94b0f230b895ecd184128c8522e90800,12,marikana;farlam,12,strike;worker_miner;police;shooting_death;wage;union;protest_unrest,34,7,justice_accountability;commission_inquiry,10,2,earnings_results,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0364,Amcu Calls For Inquest Into South African Mining Fatalities Another Person Dies At Marikana,2021,Engineering News,https://www.engineeringnews.co.za/article/amcu-calls-for-inquest-into-south-african-mining-fatalities-another-person-dies-at-marikana-2021-11-23,https://www.engineeringnews.co.za/article/amcu-calls-for-inquest-into-south-african-mining-fatalities-another-person-dies-at-marikana-2021-11-23,explicit_case_title_review,priority_manual_review_case_signal,45b5a9ccaa5d3142277c4b338571d3c707c31c2ee92497d8228e8ba1e6f38da4,retrieved_extracted,,2021-11-23,636,45b5a9ccaa5d3142277c4b338571d3c707c31c2ee92497d8228e8ba1e6f38da4,0,marikana,4,worker_miner;shooting_death;union,15,3,housing,1,1,earnings_results;exploration_project,3,2,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0365,Amcu Laments Lack Of Consultation Over Sibanye Stillwaters Acquisition Of Lonmin,2017,Engineering News,https://www.engineeringnews.co.za/article/amcu-laments-lack-of-consultation-over-sibanye-stillwaters-acquisition-of-lonmin-2017-12-15,https://www.engineeringnews.co.za/article/amcu-laments-lack-of-consultation-over-sibanye-stillwaters-acquisition-of-lonmin-2017-12-15,lonmin_only_title_review,manual_review_possible_case_signal,b89d9821674dcde606a3e4c50fda8a48d7b326483da99cb43c1f4bb85da5c11d,retrieved_extracted,,2017-12-15,653,b89d9821674dcde606a3e4c50fda8a48d7b326483da99cb43c1f4bb85da5c11d,9,marikana,1,worker_miner;shooting_death;union,22,3,,0,0,share_price;earnings_results;transaction,6,3,false,true,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0366,Amcu Lonmin Find Strike Averting Meeting Point Deputy President,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,https://www.engineeringnews.co.za/article/amcu-lonmin-find-strike-averting-meeting-point-deputy-president-2013-06-21,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,25a355b8a61344e281e8d3b5221bbc4f595f13807addceff30997eb6ed86e979,retrieved_extracted,,2013-06-21,1132,25a355b8a61344e281e8d3b5221bbc4f595f13807addceff30997eb6ed86e979,7,,0,strike;worker_miner;wage;union;protest_unrest,47,5,,0,0,earnings_results,2,1,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0367,Amcu Lonmin Talks Reach Deadlock Formal Arbitration To Start,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,https://www.engineeringnews.co.za/article/amcu-lonmin-talks-reach-deadlock-formal-arbitration-to-start-2013-05-23,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,2cfd9f9de83584d3bcaacc0dc3f30c4291e8538c7c334e371787497e0491c107,retrieved_extracted,,2013-05-23,538,2cfd9f9de83584d3bcaacc0dc3f30c4291e8538c7c334e371787497e0491c107,4,,0,worker_miner;union,11,2,commission_inquiry,1,1,earnings_results,2,1,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0368,Amcu Moves To Overturn Sibanyes Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/amcu-moves-to-overturn-sibanyes-lonmin-deal-2018-12-20,https://www.engineeringnews.co.za/article/amcu-moves-to-overturn-sibanyes-lonmin-deal-2018-12-20,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,7cc11257f3a14830bc1b8fd0512852051ed06cbfbe118b18ca479a16acbeac1d,retrieved_extracted,,2018-12-20,447,7cc11257f3a14830bc1b8fd0512852051ed06cbfbe118b18ca479a16acbeac1d,6,,0,worker_miner;union,9,2,,0,0,share_price;earnings_results;transaction,6,3,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0369,Amcu Slams Lonmin Sibanye Merger Over Magnitude Of Job Losses At Appeal Court,2019,Engineering News,https://www.engineeringnews.co.za/article/amcu-slams-lonmin-sibanye-merger-over-magnitude-of-job-losses-at-appeal-court-2019-04-08,https://www.engineeringnews.co.za/article/amcu-slams-lonmin-sibanye-merger-over-magnitude-of-job-losses-at-appeal-court-2019-04-08,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,054193fc12556c9b57f1ef04f34321828f76523b287ddcf5e9b1f98418bcdd62,retrieved_extracted,,2019-04-08,900,054193fc12556c9b57f1ef04f34321828f76523b287ddcf5e9b1f98418bcdd62,8,,0,worker_miner;union,12,2,community;commission_inquiry,4,2,earnings_results;transaction;commodity_market,22,3,false,true,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0370,Amcu Stands Firm On R12 500 Demand Lonmin Calls On Union To Reconsider 9,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-stands-firm-on-r12-500-demand-lonmin-calls-on-union-to-reconsider-9-2014-04-03,https://www.engineeringnews.co.za/article/amcu-stands-firm-on-r12-500-demand-lonmin-calls-on-union-to-reconsider-9-2014-04-03,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,040191d4838fb1777e4c09bf3b6553008fa940f303d62c3ea45a45d3654639b0,retrieved_extracted,,2014-04-03,812,040191d4838fb1777e4c09bf3b6553008fa940f303d62c3ea45a45d3654639b0,7,,0,strike;worker_miner;wage;union,32,4,community;commission_inquiry,3,2,earnings_results;exploration_project,7,2,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0371,Amcu Threatens To Strike At Lonmin Operations,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-threatens-to-strike-at-lonmin-operations-2013-06-06,https://www.engineeringnews.co.za/article/amcu-threatens-to-strike-at-lonmin-operations-2013-06-06,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,1f53422de2bba37da8d1e9bb59183e6f09c208f328f4f5ac6e95e441ea3e5af1,retrieved_extracted,,2013-06-06,604,1f53422de2bba37da8d1e9bb59183e6f09c208f328f4f5ac6e95e441ea3e5af1,7,,0,strike;worker_miner;union,22,3,commission_inquiry,1,1,earnings_results,2,1,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0372,Amcu To Commemorate Marikana Celebrate Womens Month With Upcoming Events,2021,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-commemorate-marikana-celebrate-womens-month-with-upcoming-events-2021-08-11,https://www.engineeringnews.co.za/article/amcu-to-commemorate-marikana-celebrate-womens-month-with-upcoming-events-2021-08-11,explicit_case_title_review,priority_manual_review_case_signal,d879c96a5683930458fa9a8d9341ed05b04d03b54117cd8c920037b02085d6fb,retrieved_extracted,,2021-08-11,661,d879c96a5683930458fa9a8d9341ed05b04d03b54117cd8c920037b02085d6fb,2,marikana,4,strike;worker_miner;shooting_death;wage;union;protest_unrest,17,6,community,1,1,earnings_results,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0373,Amcu To Serve Strike Notice On Lonmin Implats,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,https://www.engineeringnews.co.za/article/amcu-to-serve-strike-notice-on-lonmin-implats-2014-01-17,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,7fab7385435a0c56a76e860aba6cc0d4e50e1b849df7fd7daaa262667a095d9b,retrieved_extracted,,2014-01-17,516,7fab7385435a0c56a76e860aba6cc0d4e50e1b849df7fd7daaa262667a095d9b,5,,0,strike;worker_miner;wage;union,22,4,commission_inquiry,1,1,earnings_results,2,1,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0374,Amnesty Condemns Lonmin Housing As Miner Sees More Spending Cuts,2016,Engineering News,https://www.engineeringnews.co.za/article/amnesty-condemns-lonmin-housing-as-miner-sees-more-spending-cuts-2016-08-15,https://www.engineeringnews.co.za/article/amnesty-condemns-lonmin-housing-as-miner-sees-more-spending-cuts-2016-08-15,lonmin_only_title_review,priority_manual_review_case_signal,959284e35317985fa96aec94a746874fe3f2c6535b5101008d4019c69e6b06ae,retrieved_extracted,,2016-08-15,692,959284e35317985fa96aec94a746874fe3f2c6535b5101008d4019c69e6b06ae,7,marikana;farlam,2,worker_miner;police;shooting_death;protest_unrest,8,4,housing;slp;commission_inquiry,9,3,earnings_results;funding_debt;dividend_rights;commodity_market,6,4,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0375,Amplats Lonmin Workers To Strike In Support Of Sibanyes Gold Employees,2019,Engineering News,https://www.engineeringnews.co.za/article/amplats-lonmin-workers-to-strike-in-support-of-sibanyes-gold-employees-2019-02-21,https://www.engineeringnews.co.za/article/amplats-lonmin-workers-to-strike-in-support-of-sibanyes-gold-employees-2019-02-21,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,2ce9ff4e49c23e55043275b4afffd036c45453205f41275677598605dda65fda,retrieved_extracted,,2019-02-21,710,2ce9ff4e49c23e55043275b4afffd036c45453205f41275677598605dda65fda,4,,0,strike;worker_miner;wage;union,27,4,,0,0,share_price;earnings_results;production_output;transaction,8,4,false,false,true,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0376,Announcement On Farlam Inquiry Soon Nhleko,2016,Engineering News,https://www.engineeringnews.co.za/article/announcement-on-farlam-inquiry-soon-nhleko-2016-04-22,https://www.engineeringnews.co.za/article/announcement-on-farlam-inquiry-soon-nhleko-2016-04-22,explicit_case_title_review,priority_manual_review_case_signal,8dbddc3d96f4a21506aa90e99fd2da691d0b33b77952756f6066d0295664d31a,retrieved_extracted,,2016-04-22,578,8dbddc3d96f4a21506aa90e99fd2da691d0b33b77952756f6066d0295664d31a,1,marikana;farlam,5,strike;police;shooting_death;protest_unrest,15,4,community;commission_inquiry,8,2,earnings_results,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0377,Bank Says Lonmin Investors Should Reject Sibanye Offer,2019,Engineering News,https://www.engineeringnews.co.za/article/bank-says-lonmin-investors-should-reject-sibanye-offer-2019-05-24,https://www.engineeringnews.co.za/article/bank-says-lonmin-investors-should-reject-sibanye-offer-2019-05-24,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,cf9d193bc7b2e59fbdd77c1f79fd53a6c6681de82baa93d176a07e46f2dad50e,retrieved_extracted,,2019-05-24,636,cf9d193bc7b2e59fbdd77c1f79fd53a6c6681de82baa93d176a07e46f2dad50e,11,,0,worker_miner,2,1,,0,0,share_price;earnings_results;transaction;exploration_project;commodity_market,17,5,false,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0378,Bapo Cancel Protest March Against Lonmin After Reaching New Employment Deal,2015,Engineering News,https://www.engineeringnews.co.za/article/bapo-cancel-protest-march-against-lonmin-after-reaching-new-employment-deal-2015-06-17,https://www.engineeringnews.co.za/article/bapo-cancel-protest-march-against-lonmin-after-reaching-new-employment-deal-2015-06-17,explicit_case_title_review,priority_manual_review_case_signal,cb54a9dcc41c76e674d821d58c19fbfd068dbd1361aecd094902508a5e6ca8c5,retrieved_extracted,,2015-06-17,685,cb54a9dcc41c76e674d821d58c19fbfd068dbd1361aecd094902508a5e6ca8c5,9,marikana;bapo,6,worker_miner;protest_unrest,6,2,community,3,1,earnings_results,2,1,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0379,Battle To Keep Lonmin Platinum Deal Alive Hinges On The Rand,2018,Engineering News,https://www.engineeringnews.co.za/article/battle-to-keep-lonmin-platinum-deal-alive-hinges-on-the-rand-2018-03-09,https://www.engineeringnews.co.za/article/battle-to-keep-lonmin-platinum-deal-alive-hinges-on-the-rand-2018-03-09,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,a29b0d085b711d4ed677e8829f8590a783421a6079f9ee8c6b350f24a4c06bad,retrieved_extracted,,2018-03-09,914,a29b0d085b711d4ed677e8829f8590a783421a6079f9ee8c6b350f24a4c06bad,13,,0,worker_miner,1,1,,0,0,share_price;earnings_results;production_output;funding_debt;transaction;commodity_market,16,6,false,false,false,likely_routine_corporate_signal,Multiple corporate/financial signals with weak case-event/community evidence.,,,
DISC-MEDIA-0380,Beamish Appointment As Lonmin Chair Made Permanent,2014,Engineering News,https://www.engineeringnews.co.za/article/beamish-appointment-as-lonmin-chair-made-permanent-2014-07-22,https://www.engineeringnews.co.za/article/beamish-appointment-as-lonmin-chair-made-permanent-2014-07-22,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,182dc5c513e3082662d8589b0d1b29e990ba1f3813352983b69b4d39bcc6a439,retrieved_extracted,,2014-07-22,424,182dc5c513e3082662d8589b0d1b29e990ba1f3813352983b69b4d39bcc6a439,5,,0,strike;worker_miner,2,2,,0,0,earnings_results;production_output,3,2,false,false,false,ambiguous_low_signal,Signals are insufficient for a defensible inclusion/exclusion decision.,,,
DISC-MEDIA-0381,Bid To Have Lonmins Mining Licence Suspended Heads To Court,2018,Engineering News,https://www.engineeringnews.co.za/article/bid-to-have-lonmins-mining-licence-suspended-heads-to-court-2018-10-25,https://www.engineeringnews.co.za/article/bid-to-have-lonmins-mining-licence-suspended-heads-to-court-2018-10-25,lonmin_only_title_review,priority_manual_review_case_signal,ce75a47aae6dbcb33bd8e1abeb155fe6a2482d2b5e301d60744646ed84c7932d,retrieved_extracted,,2018-10-25,1302,ce75a47aae6dbcb33bd8e1abeb155fe6a2482d2b5e301d60744646ed84c7932d,28,marikana;bapo,3,worker_miner;shooting_death,4,2,housing;community;slp;justice_accountability,23,4,earnings_results;transaction,4,2,false,false,false,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0382,Bright Interims Better Output Lift Lonmin Share Price,2016,Engineering News,https://www.engineeringnews.co.za/article/bright-interims-better-output-lift-lonmin-share-price-2016-05-16,https://www.engineeringnews.co.za/article/bright-interims-better-output-lift-lonmin-share-price-2016-05-16,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,375662abfc4005274490dacd252f89adf0e657955f464af19d35d81239f62166,retrieved_extracted,,2016-05-16,723,375662abfc4005274490dacd252f89adf0e657955f464af19d35d81239f62166,7,,0,worker_miner;shooting_death;wage,4,3,,0,0,share_price;earnings_results;production_output;funding_debt;transaction;exploration_project;commodity_market,18,7,false,true,false,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0383,Britains Competition Watchdog To Look Into Sibanye Lonmin Deal,2018,Engineering News,https://www.engineeringnews.co.za/article/britains-competition-watchdog-to-look-into-sibanye-lonmin-deal-2018-05-15,https://www.engineeringnews.co.za/article/britains-competition-watchdog-to-look-into-sibanye-lonmin-deal-2018-05-15,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,1c005a672cfe3b74193d4a09f700981372df164ce5f57c576c1ecb61950c0e64,retrieved_extracted,,2018-05-15,770,1c005a672cfe3b74193d4a09f700981372df164ce5f57c576c1ecb61950c0e64,16,,0,worker_miner;wage;union,6,3,commission_inquiry,1,1,share_price;earnings_results;production_output;funding_debt;transaction,16,5,false,false,false,possible_substantive_case_context,Labour/event/community/governance or case-process title signals require substantive review.,,,
DISC-MEDIA-0384,Cohesive Solutions Needed To Overcome Turbulent Period Lonmin,2016,Engineering News,https://www.engineeringnews.co.za/article/cohesive-solutions-needed-to-overcome-turbulent-period-lonmin-2016-02-18,https://www.engineeringnews.co.za/article/cohesive-solutions-needed-to-overcome-turbulent-period-lonmin-2016-02-18,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,f5ccfaa2689036a691a4a93aac7e20bd7ea93f28308ec35883b43aebfc1f0a1a,retrieved_extracted,,2016-02-18,548,f5ccfaa2689036a691a4a93aac7e20bd7ea93f28308ec35883b43aebfc1f0a1a,2,,0,worker_miner;wage,3,2,,0,0,earnings_results;production_output;commodity_market,4,3,false,false,false,ambiguous_low_signal,Signals are insufficient for a defensible inclusion/exclusion decision.,,,
DISC-MEDIA-0385,Commission Of Inquiry Into The Marikana Massacre Outcomes,2015,Engineering News,https://www.engineeringnews.co.za/article/commission-of-inquiry-into-the-marikana-massacre-outcomes-2015-06-26,https://www.engineeringnews.co.za/article/commission-of-inquiry-into-the-marikana-massacre-outcomes-2015-06-26,explicit_case_title_review,priority_manual_review_case_signal,82ed1d2fa7c4974117044b2ed82eeefb88e63135b0dbc16f4f5b96c584029b83,retrieved_extracted,,2015-06-26,315,82ed1d2fa7c4974117044b2ed82eeefb88e63135b0dbc16f4f5b96c584029b83,0,marikana;farlam,3,shooting_death,2,1,commission_inquiry,4,1,earnings_results,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0386,Community Lonmin To Pursue Equity Trust For Development,2014,Engineering News,https://www.engineeringnews.co.za/article/community-lonmin-to-pursue-equity-trust-for-development-2014-05-02,https://www.engineeringnews.co.za/article/community-lonmin-to-pursue-equity-trust-for-development-2014-05-02,lonmin_only_title_review,priority_manual_review_case_signal,e32784d61058bd7717574594e9df318fbb4ff3a58863d250357ae793f6273ca7,retrieved_extracted,,2014-05-02,387,e32784d61058bd7717574594e9df318fbb4ff3a58863d250357ae793f6273ca7,3,bapo,2,,0,0,community,7,1,earnings_results,2,1,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0387,Community Members Accelerate Bid Against Key R564M Lonmin Bee Deal,2015,Engineering News,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-key-r564m-lonmin-bee-deal-2015-06-11,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-key-r564m-lonmin-bee-deal-2015-06-11,lonmin_only_title_review,priority_manual_review_case_signal,a6d535e3758a2e0e18ada6aff89f6209caa52fe0652664991b73b644e13264b7,retrieved_extracted,,2015-06-11,1303,a6d535e3758a2e0e18ada6aff89f6209caa52fe0652664991b73b644e13264b7,10,bapo,10,worker_miner,4,1,community,31,1,share_price;earnings_results;transaction;dividend_rights,9,4,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0388,Community Members Accelerate Bid Against R564M Lonmin Bee Deal,2015,Engineering News,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-r564m-lonmin-bee-deal-2015-06-19,https://www.engineeringnews.co.za/article/community-members-accelerate-bid-against-r564m-lonmin-bee-deal-2015-06-19,lonmin_only_title_review,priority_manual_review_case_signal,cf0f82acd19591497118dd733069d1c416629d3b95695c048fdfe2746e925274,retrieved_extracted,,2015-06-19,1300,cf0f82acd19591497118dd733069d1c416629d3b95695c048fdfe2746e925274,10,bapo,10,worker_miner,4,1,community,31,1,share_price;earnings_results;transaction;dividend_rights,9,4,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0389,Community Members Challenge Legality Of R564M Lonmin Bee Deal,2015,Engineering News,https://www.engineeringnews.co.za/article/community-members-challenge-legality-of-r564m-lonmin-bee-deal-2015-03-17,https://www.engineeringnews.co.za/article/community-members-challenge-legality-of-r564m-lonmin-bee-deal-2015-03-17,lonmin_only_title_review,priority_manual_review_case_signal,ea74e7cb4997c221bd9d760a74fcc3db8cb28b6a3f4798461ba9d9f3bbd2ac69,retrieved_extracted,,2015-03-17,1023,ea74e7cb4997c221bd9d760a74fcc3db8cb28b6a3f4798461ba9d9f3bbd2ac69,9,bapo,16,worker_miner,3,1,community;commission_inquiry,19,2,share_price;earnings_results;transaction;dividend_rights,6,4,false,false,true,strong_case_context_supported,"Case/place term is supported by event, labour, justice, community/governance context or a clearly case-process title.",,,
DISC-MEDIA-0390,Competition Appeal Court To Hold Sibanye Lonmin Merger Hearing On April 2,2019,Engineering News,https://www.engineeringnews.co.za/article/competition-appeal-court-to-hold-sibanye-lonmin-merger-hearing-on-april-2-2019-01-25,https://www.engineeringnews.co.za/article/competition-appeal-court-to-hold-sibanye-lonmin-merger-hearing-on-april-2-2019-01-25,lonmin_only_title_review,manual_review_lonmin_only_low_case_signal,fe0f6cd7cdf12f9d58c67d1afed889a0bda49285c5d386f7fb3c488c0e8028e9,retrieved_extracted,,2019-01-25,427,fe0f6cd7cdf12f9d58c67d1afed889a0bda49285c5d386f7fb3c488c0e8028e9,5,,0,worker_miner;union,5,2,,0,0,share_price;earnings_results;transaction,6,3,false,true,false,ambiguous_low_signal,Signals are insufficient for a defensible inclusion/exclusion decision.,,,
