record_id,source_phase,title,year,publisher,url,fetch_status,fetch_error,extraction_method,fresh_words,fresh_sha256,global_extraction_collision,usable_for_textwide_similarity
MEDIA-057,prior_screened_300,"Mine workers have seen significant wage growth since Marikana, but social burdens undermine gains",2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-07-24-mine-workers-have-seen-significant-wage-growth-since-marikana-but-social-burdens-undermine-gains/,retrieved_extracted,,trafilatura,1877,be59b25bad1982d8bc9c0b5dcc2ca2eab1ed4b3a9325d07ec79f124cbac82317,false,true
MEDIA-058,prior_screened_300,Marikana miners: We'll fight another 10 years to taste justice,2022,Daily Maverick,https://www.dailymaverick.co.za/article/2022-08-13-mine-workers-symbolising-sas-tragic-day-well-fight-another-10-years-to-taste-justice/,retrieved_extracted,,trafilatura,2080,ccd19eb5e458c349856f80737d70549815f7425f48ef932ba0811582e76d0112,false,true
CORP-001,prior_screened_300,Lonmin Plc Annual Report and Accounts 2012,2012,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2012.pdf,retrieved_no_text,no_body_ge_80_words,,0,,false,false
CORP-002,prior_screened_300,Lonmin Plc Annual Report and Accounts 2013,2013,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2013.pdf,retrieved_extracted,,pypdf,122802,d269633bc639acc87ed20b214d18d802f458ad69ce47042b983dbf9d91b33adf,false,true
CORP-003,prior_screened_300,Lonmin Plc Annual Report and Accounts 2014,2014,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2014.pdf,retrieved_no_text,no_body_ge_80_words,,0,,false,false
CORP-004,prior_screened_300,Lonmin Plc Annual Report and Accounts 2016,2016,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2015.pdf,retrieved_extracted,,pypdf,147501,65958f0fc322584867c0ac28484a9ca56280141635b86a8a009aa99a6e4a9c1f,false,true
CORP-006,prior_screened_300,Lonmin Plc Annual Report and Accounts 2017,2017,Lonmin Plc,https://www.sibanyestillwater.com/wp-content/uploads/transactions/lonmin/final-offer/lonmin-year-end-30september2017.pdf,retrieved_extracted,,pypdf,41631,a69476d8e2ff830470035247b05aa0b7e041efda4a15ac6ca506fba7032cb8bd,false,true
CORP-007,prior_screened_300,Lonmin Plc Annual Report and Accounts 2018,2018,Lonmin Plc,https://www.sibanyestillwater.com/wp-content/uploads/transactions/lonmin/lonmin-annual-report-2018.pdf,retrieved_extracted,,pypdf,98841,dab5f07f117f8f64ea7d1dc5ef724b58335db78d8becf7589a5d0d90c073c015,false,true
CORP-008,prior_screened_300,Sibanye-Stillwater Integrated Report 2019,2019,Sibanye-Stillwater,https://reports.sibanyestillwater.com/2019/,retrieved_extracted,,trafilatura,325,df977e9ab7ce473effc2d861b9e81ea46de34dbf6301a97233e976c1aff0e251,false,true
CORP-009,prior_screened_300,Sibanye-Stillwater Integrated Report 2020,2020,Sibanye-Stillwater,https://reports.sibanyestillwater.com/2020/,retrieved_extracted,,trafilatura,2730,fac8bb110d5ede5abbd11bd0c773542c38250a1f1b3be863ec5cea218f4d6a47,false,true
CORP-010,prior_screened_300,Sibanye-Stillwater Integrated Report 2021,2021,Sibanye-Stillwater,https://reports.sibanyestillwater.com/2021/,retrieved_extracted,,trafilatura,3227,a8044c0fca82f144812525083500f8cec3957662719ca8c250c63eb7d0f5b808,false,true
CORP-011,prior_screened_300,Sibanye-Stillwater Integrated Report 2022,2022,Sibanye-Stillwater,https://reports.sibanyestillwater.com/2022/,retrieved_extracted,,trafilatura,301,d8f3f2663757514e1eda2edd97f984b32166b43c53c6d36aa5f45e266497c1e2,false,true
CORP-012,prior_screened_300,Sibanye-Stillwater Integrated Report 2023,2023,Sibanye-Stillwater,https://reports.sibanyestillwater.com/2023/,retrieved_extracted,,trafilatura,2224,982c54b27a7f3b6e93b36852aa825dc746b68b643cc1493f906d8e5d7c7832ee,false,true
expanded_corporate_candidates__EXP-CORP-001,prior_screened_300,Lonmin Plc Annual Report and Accounts 2010,2010,Lonmin Plc,https://www.annualreports.com/HostedData/AnnualReportArchive/l/LSE_LMI_2010.pdf,retrieved_extracted,,pypdf,91533,533d5b314d83d07d26e6e23e3f77c3c6c3c3a61abe980d4334a47274887c5dae,false,true
expanded_corporate_candidates__EXP-CORP-002,prior_screened_300,Lonmin Plc Annual Report and Accounts 2011,2011,Lonmin Plc,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/l/LSE_LMI_2011.pdf,retrieved_no_text,no_body_ge_80_words,,0,,false,false
EXP-CORP-004,prior_screened_300,Lonmin Plc Sustainable Development Report 2016,2016,Lonmin Plc,https://wikirate-production-storage.fra1.cdn.digitaloceanspaces.com/files/3336301/14042001.pdf,retrieved_extracted,,pypdf,7215,0305307b4198bccbb86086a11a8cb76c9bdde400aa49a5a2b9d7bb4e81b77612,false,true
EXP-CORP-005,prior_screened_300,Lonmin Plc Sustainable Development Report 2018,2018,Lonmin Plc,https://www.sibanyestillwater.com/wp-content/uploads/transactions/lonmin/1548855505-lonmin-sdr-2018.pdf,retrieved_extracted,,pypdf,35874,80268d7f2dc1cb37fff279f429c8cb9491338387d912d1bd48458466a4f0289d,false,true
CORP-NEWS-001,prior_screened_300,Sibanye-Stillwater enters Section 189 consultation with stakeholders at its Marikana operation and associated services,2019,Sibanye-Stillwater,https://www.resource-capital.ch/fileadmin/user_upload/25092019_EN_Sibanye-Stillwater_enters_Section_189_consultation_with_stakeholders_at_its_Marikana_operation_and_associated_services_25Sep2019.pdf,retrieved_extracted,,pypdf,1438,cf1889aa2800aa0c8dd4a0fab7fbe5a38fc2742dc1854146c6514b488e478a42,false,true
CORP-NEWS-002,prior_screened_300,Constitutional Court of South Africa dismisses applications brought by Greater Lonmin Community,2019,Sibanye-Stillwater,https://thevault.exchange/?get_group_doc=245%2F1567694971-WithLogoConstitutionalCourtofSouthAfricadismissesapplicationsbroughtbyGreaterLonminCommunity5Sep2019.pdf,retrieved_extracted,,pypdf,1019,6c7298c0d9333fa9d4cdaeb2f0b762c5297251fb3355ef754e80f6d2af78fae0,false,true
CORP-NEWS-003,prior_screened_300,Sibanye-Stillwater signs three-year PGM wage agreements,2019,Sibanye-Stillwater,https://thevault.exchange/?get_group_doc=245%2F1573812467-sibanye-stillwater-signs-three-year-pgm-agreements-15nov2019.pdf,retrieved_extracted,,pypdf,915,307fbad8eaa5dacb0714a59449e6e66ff139470c3c5252d6c6cfa5d9cf611886,false,true
CORP-NEWS-005,prior_screened_300,Referral of the Platinum wage negotiations dispute to the CCMA for Sibanye-Stillwater’s Rustenburg and Marikana operations,2019,Sibanye-Stillwater,https://thevault.exchange/?get_group_doc=245%2F1569859850-MediareleaseReferralofthePlatinumwagenegotiationsdisputetotheCCMAforSibanye-StillwatersRustenburgandMarikanaoperations30Sep2019.pdf,retrieved_extracted,,pypdf,821,e78ae612e5d3dad931eb34174ad4c7d0c97481c3bab1ea8bd191b171c1ec651e,false,true
CORP-NEWS-006,prior_screened_300,Marikana Commemoration speakers call for positive change in South Africa,2023,Sibanye-Stillwater,https://thevault.exchange/?get_group_doc=245%2F1692017960-MediareleaseMarikanacommemorationcallforpositivechangeinSA14August2023.pdf,retrieved_extracted,,pypdf,1796,3c299ef9de1599c4eb2ce6c0c5ebf368d542a64c0376fe9f0b80f94652589fcf,false,true
CORP-SAT-001,prior_screened_300,SA PGM wage negotiations,2019,Sibanye-Stillwater,https://www.sibanyestillwater.com/features/2019/sa-pgm-wage-negotiations/,retrieved_extracted,,trafilatura,120,281130ac753f39cf2e916790599e23ddc1bcbb57378b4383633223a9b8fc24bf,false,true
CORP-SAT-002,prior_screened_300,Marikana Memorial,2020,Sibanye-Stillwater,https://www.sibanyestillwater.com/features/2020/marikana-memorial/,retrieved_extracted,,trafilatura,1292,49e24cb29abbbd788baad726209355a1ff09d26df81ae312bb98c2dd0d2f6676,false,true
CORP-SAT-003,prior_screened_300,Marikana Renewal,2021,Sibanye-Stillwater,https://www.sibanyestillwater.com/features/2021/marikana-renewal/,retrieved_extracted,,trafilatura,478,2969298d169c91ef5b6f10c857ea1710ee696e94e6a00146ba3e3bb95fa34bd9,false,true
CORP-SAT-004,prior_screened_300,Marikana commemoration 2021,2021,Sibanye-Stillwater,https://www.sibanyestillwater.com/features/2021/marikana-commemoration/,retrieved_extracted,,trafilatura,1688,4fa6b310739a398a1307ac090b20c2a7c9df369c59c3da4d6d59f857771d405e,false,true
EXP-GOV-001,prior_screened_300,Release of the Marikana Commission report,2015,The Presidency / South African Government,https://www.gov.za/news/speeches/president-jacob-zuma-release-marikana-report-25-jun-2015,retrieved_extracted,,trafilatura,2388,94329e929e52daa54c55f42798df85ef0581bcf8ab08f0f602f3f890db2db20a,false,true
EXP-GOV-002,prior_screened_300,North West Human Settlements on Marikana housing project,2015,North West Department of Local Government and Human Settlements / South African Government,https://www.gov.za/speeches/north-west-human-settlements-marikana-housing-project-7-dec-2015-0000,retrieved_extracted,,trafilatura,288,4f52a04c1bd7458f6f22fe246b6e598f4a347eceefd8ffa09412cf18272140aa,false,true
EXP-GOV-003,prior_screened_300,North West Human Settlements on illegal occupants of Marikana houses,2016,North West Human Settlements / South African Government,https://www.gov.za/speeches/illegal-occupants-houses-marikana-stand-be-evicted-19-apr-2016-0000,retrieved_extracted,,trafilatura,202,b5ca3b950b996d9fb802eff8a88eed51a0b048638e506358352d006e82bc4feb,false,true
EXP-GOV-004,prior_screened_300,Government remembers Marikana,2017,South African Government,https://www.gov.za/speeches/government-remembers-marikana-16-aug-2017-0000,retrieved_extracted,,trafilatura,1066,ad5ea50c3d28e5f4c1634555915ddae78c6b997154dabdac16e200e70213ccfb,false,true
EXP-GOV-005,prior_screened_300,Department of Human Settlements Embarks on Major Effort to Revitalise Distressed Mining Towns,2017,Parliament of South Africa,https://www.parliament.gov.za/news/department-human-settlements-embarks-major-effort-revitalise-distressed-mining-towns,retrieved_extracted,,trafilatura,1141,e9df0bcab8bf762154efe94698bbb1fc82273b3c3cd9f454809b348e90767808,false,true
EXP-GOV-010,prior_screened_300,Panel of Experts Report on Policing and Crowd Management,2018,Panel of Experts / Minister of Police,https://cisp.cachefly.net/assets/articles/attachments/84996_pannel_of_experts_2021.pdf,retrieved_extracted,,pypdf,194376,8be1ca547188198fd9698b255d72d6395f007f7b896fdf3c31c16ade4509b1b0,false,true
EXP-GOV-011,prior_screened_300,Parliament requests update from SAPS on implementation of recommendations in Panel of Experts Report,2021,Parliament of South Africa,https://www.gov.za/news/media-statements/parliament-requests-update-saps-implementation-recommendations-panel-experts,retrieved_extracted,,trafilatura,598,b4926865449c2eaeae7bd5fc311f2c4ac42e26287b4923b62ac0e77c6a482a08,false,true
EXP-GOV-012,prior_screened_300,Panel of experts on Farlam Commission briefs Parliament,2017,South African Government News Agency,https://www.sanews.gov.za/south-africa/panel-experts-farlam-commission-briefs-parliament,retrieved_extracted,,trafilatura,650,7a7147b63868b01b966abf64c8ebda2dce74f9fc7267e911511d2bd6de9c7a55,false,true
GOV-SAT-001,prior_screened_300,Government on Marikana related litigation,2023,South African Government / GCIS,https://www.gov.za/news/media-statements/government-marikana-related-litigation-17-aug-2023,retrieved_extracted,,trafilatura,603,4d6d7e4d2f13f3458cd2a96d772980b681fce5564f9a7d6467012152b6702d75,false,true
WEB-GOV-001,prior_screened_300,Minister Nathi Nhleko says closure needed over Marikana,2015,South African Police Service / South African Government,https://www.gov.za/news/media-statements/minister-nathi-nhleko-says-closure-needed-over-marikana-12-aug-2015,retrieved_extracted,,trafilatura,236,79160a443a6534388e8ac6de7dd55de381eb6c977c56d2b785e0bd743882bbe4,false,true
WEB-GOV-002,prior_screened_300,Farlam recommendations being implemented,2016,South African Government News Agency,https://www.sanews.gov.za/south-africa/farlam-recommendations-being-implemented,retrieved_extracted,,trafilatura,976,4a630ee882767ae8709e77319bc9ebebd3878ea18b3155786143203e0bdb397a,false,true
WEB-GOV-003,prior_screened_300,Government remembers Marikana tragedy,2020,Government Communication and Information System,https://www.gcis.gov.za/newsroom/media-releases/government-remembers-marikana-tragedy,retrieved_extracted,,trafilatura,404,89ed791ea730986167fa5dd1745aa5247541b8caf7b180b36a418aa44cd8f3af,false,true
WEB-GOV-004,prior_screened_300,Government commemorates the Marikana tragedy,2022,South African Government,https://www.gov.za/news/media-statements/government-commemorates-marikana-tragedy-16-aug-2022,retrieved_extracted,,trafilatura,1336,40e1254500a38d6e8e649c73efa0f8a249724f913f5b77a1c1837d1e329ab135,false,true
expanded_media_candidates__EXP-MEDIA-001,prior_screened_300,It's business unusual at 'improving' Lonmin – Munroe,2013,Mining Weekly,https://www.miningweekly.com/article/its-business-unusual-at-improving-lonmin-munroe-2013-03-15,retrieved_extracted,,trafilatura,1644,48d28e7773c871ee3ba93ce9b5966aa11c104742062a4d78bfd0102c5e21985f,false,true
expanded_media_candidates__EXP-MEDIA-002,prior_screened_300,Lonmin accelerates union recognition process to ease Marikana tensions,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-accelerates-union-recognition-process-to-ease-marikana-tensions-2013-05-17,retrieved_extracted,,trafilatura,585,2e07a1f92fe3e9964e5f3dfe7355f0a7c5b8ef01b3b0370eeeb869f5fa049677,false,true
expanded_media_candidates__EXP-MEDIA-003,prior_screened_300,Lonmin to derecognise smaller unions in favour of AMCU,2013,Mining Weekly,https://www.miningweekly.com/article/lonmin-to-derecognise-smaller-unions-in-favour-of-amcu-2013-08-23,retrieved_extracted,,trafilatura,729,3d68673dc4852288b76b42fa83e2387f1c32df8090df9156858bea9160d60cc2,false,true
expanded_media_candidates__EXP-MEDIA-004,prior_screened_300,NUM wants members at Lonmin back,2013,Mining Weekly,https://www.miningweekly.com/article/num-wants-members-at-lonmin-back-2013-07-11,retrieved_extracted,,trafilatura,501,5f06f89f4cad53caa57ac16aeab2388f3a43ebb447cbbf9912789ec0c7d684b5,false,true
expanded_media_candidates__EXP-MEDIA-005,prior_screened_300,NUM member gunned down at Lonmin hostel,2013,Mining Weekly,https://www.miningweekly.com/article/num-member-gunned-down-at-lonmin-hostel-2013-06-03,retrieved_extracted,,trafilatura,616,5e03b0e74c989dc38ea16dc61155e714d55ec8aa1287f25775927b402aacadae,false,true
expanded_media_candidates__EXP-MEDIA-006,prior_screened_300,AMCU postpones Lonmin strike action pending meeting with Motlanthe,2013,Mining Weekly,https://www.miningweekly.com/article/amcu-postpones-strike-action-pending-meeting-with-motlanthe-2013-06-13,retrieved_extracted,,trafilatura,1042,80cef5c3759cc283fc1d83d316a6e940407fe3e9cb453c8bd69c10f61e5ef6e3,false,true
expanded_media_candidates__EXP-MEDIA-007,prior_screened_300,Union puts chamber on spot over alleged Lonmin breach,2013,Mining Weekly,https://www.miningweekly.com/article/union-puts-chamber-on-spot-over-alleged-lonmin-breach-2013-09-06,retrieved_extracted,,trafilatura,1366,1fe537ff0c935cb25231ed86a2ccaae5690d8bd9938ac46a7ed4c71f84a50dcb,false,true
expanded_media_candidates__EXP-MEDIA-008,prior_screened_300,Solidarity gears up for Lonmin strike,2013,Mining Weekly,https://www.miningweekly.com/article/solidarity-gears-up-for-lonmin-strike-2013-08-19,retrieved_extracted,,trafilatura,603,2187cc93a83577be13daa94632fe9c80609d68aae7297e3b6eac5f0d61d87bdd,false,true
expanded_media_candidates__EXP-MEDIA-009,prior_screened_300,An end to platinum miner's single-sex hostels beckons,2014,Mining Weekly,https://www.miningweekly.com/article/an-end-to-platinum-miners-single-sex-hostels-beckons-2014-03-28,retrieved_extracted,,trafilatura,1836,abaf3e97f6b322e2310533511c6e2c98d3aaaf45ac5ee31ce3fdd18691675aab,false,true
expanded_media_candidates__EXP-MEDIA-010,prior_screened_300,Marikana report to Zuma by Tuesday,2015,Mining Weekly,https://www.miningweekly.com/article/marikana-report-to-zuma-by-tuesday-2015-03-30,retrieved_extracted,,trafilatura,495,28163256eb840f5c0763fce243053adbc7f83e4a02b1a1c5c56939132ba845b5,false,true
expanded_media_candidates__EXP-MEDIA-011,prior_screened_300,Marikana Commission: Sowing the killing fields,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-09-marikana-commission-sowing-the-killing-fields/,retrieved_extracted,,trafilatura,1366,70107f57792368886c5250afe181a2a886299c43bad3a15b37dab6705467cfef,false,true
expanded_media_candidates__EXP-MEDIA-012,prior_screened_300,Marikana Commission: 'Don't single us out' - police,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-06-marikana-commission-dont-single-us-out-police/,retrieved_extracted,,trafilatura,729,5eb3de69c422b7ae383ae983496deae9f98a2c94cb96318518499d0cf48556fa,false,true
expanded_media_candidates__EXP-MEDIA-013,prior_screened_300,"Marikana Commission: The foiled saviour, Joseph Mathunjwa",2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-29-marikana-commission-the-foiled-saviour-joseph-mathunjwa/,retrieved_extracted,,trafilatura,882,c340c06295226b684e50e464c8537fe636e6345dcfa3d12da0876e020df70ef0,false,true
expanded_media_candidates__EXP-MEDIA-014,prior_screened_300,25 October 2012: A day of reckoning at Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-24-25-october-2012-a-day-of-reckoning-at-marikana/,retrieved_extracted,,trafilatura,1933,fa4cb12cb03af059fa13ddf2e895f8f83a51a3360c422065c40a9a86106741f3,false,true
expanded_media_candidates__EXP-MEDIA-015,prior_screened_300,Marikana Commission: Gung-ho Mangwashi Phiyega under scrutiny,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-01-24-marikana-commission-gung-ho-mangwashi-phiyega-under-scrutiny/,retrieved_extracted,,trafilatura,796,15481f8473975ff0b5d5abb1cfc48d9ea927c5cf1f32f61b9f78f9fba0d6de20,false,true
expanded_media_candidates__EXP-MEDIA-016,prior_screened_300,Money-kana Commission?,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-30-money-kana-commission/,retrieved_extracted,,trafilatura,862,daab031f5834011f472d3f1ffac17422dfb0d426090e84404012d92f980a6b0d,false,true
expanded_media_candidates__EXP-MEDIA-017,prior_screened_300,"Marikana Commission: Lies, videotapes and the police's crumbling wall of deceit",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-16-marikana-commission-lies-videotapes-and-the-polices-crumbling-wall-of-deceit/,retrieved_extracted,,trafilatura,1518,318996d06c98636b46183a1edfe867117efa1dcb6bf70d18a29e7209d5478f9c,false,true
expanded_media_candidates__EXP-MEDIA-018,prior_screened_300,Marikana massacre: More disturbing questions about police planning and objectives,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-23-marikana-massacre-more-disturbing-questions-about-police-planning-and-objectives/,retrieved_extracted,,trafilatura,1204,d967fe24ba8c22b4886ba2fb5fa1cdb66fb730043ee25fa7994d67088c51d94f,false,true
expanded_media_candidates__EXP-MEDIA-019,prior_screened_300,"Marikana massacre: SAPS, Lonmin, Ramaphosa & time for blood. Miners' blood.",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-24-marikana-massacre-saps-lonmin-ramaphosa-time-for-blood-miners-blood/,retrieved_extracted,,trafilatura,2039,434b4a48adfadf53a11a36b0949157c37a4f3f1b9e81fc5f93dd0018b4ef9d3b,false,true
expanded_media_candidates__EXP-MEDIA-020,prior_screened_300,"Marikana massacre: Ramaphosa's statement, revisited",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-25-marikana-massacre-ramaphosas-statement-revisited/,retrieved_extracted,,trafilatura,1222,71757d23196821c4d7f680076d5e4ac96d7d0d5f7a231c69cee552f49b378d45,false,true
expanded_media_candidates__EXP-MEDIA-021,prior_screened_300,"Memories of Marikana, through the eNCA lens",2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-13-memories-of-marikana-through-the-enca-lens/,retrieved_extracted,,trafilatura,1098,363bc3350a6074b2d2efedf77b6a42a5f1366dd003d847b2904c8a518d2b4752,false,true
expanded_media_candidates__EXP-MEDIA-022,prior_screened_300,Marking the anniversary of two mining massacres: So much remains the same,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-08-14-marking-the-anniversary-of-two-mining-massacres-so-much-remains-the-same/,retrieved_extracted,,trafilatura,968,9142a00744b8d739564341265b253df9246cb8c68a1d9b39cb98979c7a0f2989,false,true
expanded_media_candidates__EXP-MEDIA-023,prior_screened_300,Marikana massacre: The first of Lonmin's voices are heard,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-09-marikana-massacre-the-first-of-lonmins-voices-are-heard/,retrieved_extracted,,trafilatura,2316,883551ea427223e6b5e6864a6d57d8996a32a1fb7bf741a889cdd3fea9f1ea4b,false,true
expanded_media_candidates__EXP-MEDIA-024,prior_screened_300,Marikana report: Key findings and recommendations,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-06-26-marikana-report-key-findings-and-recommendations/,retrieved_extracted,,trafilatura,1403,4d0f2bdfe6667a9a523d219d2ef56edefe367b167f2ce1e58399618a6ab9c370,false,true
expanded_media_candidates__EXP-MEDIA-025,prior_screened_300,amaBhungane: 'War' looming over Marikana housing evictions,2016,Daily Maverick,https://www.dailymaverick.co.za/article/2016-08-31-amabhungane-war-looming-over-marikana-housing-evictions/,retrieved_extracted,,trafilatura,1432,869362f39c94ffeb0a829a035982688ea657cb50bcc8add6f66799aa67d83f6a,false,true
