record_id,source_phase,title,year,publisher,url,fetch_status,fetch_error,extraction_method,fresh_words,fresh_sha256,global_extraction_collision,usable_for_textwide_similarity
DISC-MEDIA-0631,archive_media_post_republication,Several Labour Lessons Learnt From Marikana Tragedy Mpofu,2013,Engineering News,https://www.engineeringnews.co.za/article/several-labour-lessons-learnt-from-marikana-tragedy-mpofu-2013-09-04,retrieved_extracted,,trafilatura,777,98e759f4784c6d977f9e6f00953a67e51919f7aa5df733f64e369249d89e07f8,false,true
SEC-MEDIA-0008,archive_media_post_republication,All That Glitters Compromises In Gold Strike Amcu Claims Conspiracy,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-05-all-that-glitters-compromises-in-gold-strike-amcu-claims-conspiracy/,retrieved_extracted,,trafilatura,1053,43c9944e28289ead1a4744cead7616d66af621a70d8de0b26672fed07befb0b9,false,true
DISC-MEDIA-0133,archive_media_post_republication,Marikana Injured Step Up Their Fight For Legal Help And Ultimately Farlam Commissions Relevance,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-06-marikana-injured-step-up-their-fight-for-legal-help-and-ultimately-farlam-commissions-relevance/,retrieved_extracted,,trafilatura,953,2aec945c8b55e03b828669907151d012c19d2ed2e7beaa7210572d4a8527d323,false,true
DISC-MEDIA-0134,archive_media_post_republication,Cyril Remember Marikana,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-11-cyril-remember-marikana/,retrieved_extracted,,trafilatura,785,e2ebe4a23e446c2501516ad1303b8f27af48bd7e957b1e006b096e28071daf87,false,true
DISC-MEDIA-0135,archive_media_post_republication,Marikana Police Lied Faked Farlam Commission Evidence,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-09-20-marikana-police-lied-faked-farlam-commission-evidence/,retrieved_extracted,,trafilatura,698,69f696909bf5c7eb81017cf6173715142cc0034b18fc1520a79b9d8243c90833,false,true
SEC-MEDIA-0327,archive_media_post_republication,False Evidence By Saps To Implicate Amcu In Threats To Kill Police Officers,2013,Engineering News,https://www.engineeringnews.co.za/article/false-evidence-by-saps-to-implicate-amcu-in-threats-to-kill-police-officers-2013-09-23,retrieved_extracted,,trafilatura,697,2afaefc3aad78138d55c55881de21742c05ee9ee738e9518de84f4dddf5ce5df,false,true
DISC-MEDIA-0136,archive_media_post_republication,Marikana Malemas 2014 Battle Begins,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-14-marikana-malemas-2014-battle-begins/,retrieved_extracted,,trafilatura,822,8104269ffdf05888b8c6f997b756d61997ff2ba2f24bc1f41e1e08d645cd4bf6,false,true
DISC-MEDIA-0137,archive_media_post_republication,Marikana Commission Chronicle Of Death Foretold And Planned For By Saps,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-15-marikana-commission-chronicle-of-death-foretold-and-planned-for-by-saps/,retrieved_extracted,,trafilatura,872,1345c64e94df144d8249719ecdb89fd0c656203b4f0c9fa10f1ee8c69d98330f,false,true
DISC-MEDIA-0138,archive_media_post_republication,The State Vs The People Vs The Police Finally Court Victory For Marikana Survivors,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-15-the-state-vs-the-people-vs-the-police-finally-court-victory-for-marikana-survivors/,retrieved_extracted,,trafilatura,1718,adb2c3e6b66adb2a2276dc85d1c89b342c3c302d6c2dc67a9e46666bbe17b68f,false,true
DISC-MEDIA-0659,archive_media_post_republication,Solidarity Rejects Lonmin Wage Offer,2013,Engineering News,https://www.engineeringnews.co.za/article/solidarity-rejects-lonmin-wage-offer-2013-10-31,retrieved_extracted,,trafilatura,738,b70c3cdf7bf325451ee4b104d5cd823696c58bd9e30cf2a12836c4af4d43eed7,false,true
DISC-MEDIA-0139,archive_media_post_republication,Marikana Massacre 55 Seconds Later Cease Fire What Cease Fire,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-11-06-marikana-massacre-55-seconds-later-cease-fire-what-cease-fire/,retrieved_extracted,,trafilatura,1166,874ba5599d1d174c165a7924058286204fcd476f41e1e250c69ee9c9b385749d,false,true
DISC-MEDIA-0503,archive_media_post_republication,Lonmin Share Price Rises As Company Reports Higher Fy Production Earnings,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-share-price-rises-as-company-reports-higher-fy-production-earnings-2013-11-11,retrieved_extracted,,trafilatura,847,6c62d28c8f99b54860e9d6f8f035443885952acdb2322a55abf2982372bd9d78,false,true
DISC-MEDIA-0140,archive_media_post_republication,Seris Fight For Justice And Reconciliation From The Trc To Farlam,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-11-28-seris-fight-for-justice-and-reconciliation-from-the-trc-to-farlam/,retrieved_extracted,,trafilatura,1387,6753608df4729e3e9251dd39fb7f9109c38b7733a12cad8906a62eb9b587ee51,false,true
SEC-MEDIA-0372,archive_media_post_republication,Implats Says Amcu Wage Talks To Resume In 2014,2013,Engineering News,https://www.engineeringnews.co.za/article/implats-says-amcu-wage-talks-to-resume-in-2014-2013-12-12,retrieved_extracted,,trafilatura,651,bbbcdb8157abc33dd53eb4bc219c9a613c994ff2e583f87344c89e8db6e4ced0,false,true
SEC-MEDIA-0010,archive_media_post_republication,Platinum Politics Under Pressure To Deliver Amcu Shifts To Damage Control,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-14-platinum-politics-under-pressure-to-deliver-amcu-shifts-to-damage-control/,retrieved_extracted,,trafilatura,772,9bbc79964d4a49dfaa2043ae3b5b7ca8e9b1b1b45ca6067cd6c17520e17ee073,false,true
SEC-MEDIA-0198,archive_media_post_republication,Amcu Reiterates Implats Strike Threat,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-reiterates-implats-strike-threat-2014-01-15,retrieved_extracted,,trafilatura,508,09aac28e2f451ec7fdb64eaae3693aedac81eed676c657209856627f82a127ec,false,true
SEC-MEDIA-0229,archive_media_post_republication,Amcu Strike Extends To The Gold Sector As Strike Notices Issued,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-strike-extends-to-the-gold-sector-as-strike-notices-issued-2014-01-20,retrieved_extracted,,trafilatura,679,2638b635896bbdb91e5fead6aa79eb28261c6069432be5bf811d8098a4ecf653,false,true
SEC-MEDIA-1029,archive_media_post_republication,Third Amcu Strike Will Lift Number Of Striking Workers To 80 000 Union,2014,Engineering News,https://www.engineeringnews.co.za/article/third-amcu-strike-will-lift-number-of-striking-workers-to-80-000-union-2014-01-20,retrieved_extracted,,trafilatura,820,83c5e6feb75e32c36caf98bc37e57f362991a902a26ce510088e2d6c0e52de05,false,true
SEC-MEDIA-0011,archive_media_post_republication,Platinum Strikes To Amcu Its About More Than Just The Money,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-22-platinum-strikes-to-amcu-its-about-more-than-just-the-money/,retrieved_extracted,,trafilatura,1086,34eda634062f9d4a8123c520c1d0c8f5c4dbb081b673f2ed69c258c2e82db07f,false,true
SEC-MEDIA-0389,archive_media_post_republication,Labour Court Puts Temporary Hold On Amcus Planned Gold Strike,2014,Engineering News,https://www.engineeringnews.co.za/article/labour-court-puts-temporary-hold-on-amcus-planned-gold-strike-2014-01-22,retrieved_extracted,,trafilatura,705,1fa6940b2187fccb25612c306a5f7bd68cc4a9151e2a0f19fc265bf742160daf,false,true
DISC-MEDIA-0142,archive_media_post_republication,Amcu At Marikana Malibelinye Linye Asiye In One Voice We Are Not Going,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-24-amcu-at-marikana-malibelinye-linye-asiye-in-one-voice-we-are-not-going/,retrieved_extracted,,trafilatura,350,d5e831213c2ae1a9974975f89c5c4b94dc84ff3ac82727f4d20b451bbd756dbe,false,true
SEC-MEDIA-0293,archive_media_post_republication,Ccma Facilitated Talks Continue Constructively Amcu Expects New Offer,2014,Engineering News,https://www.engineeringnews.co.za/article/ccma-facilitated-talks-continue-constructively-amcu-expects-new-offer-2014-01-28,retrieved_extracted,,trafilatura,623,211671589395777d587a888e62a9f1de53e263aa4d5802b710f9fc71304b43c1,false,true
SEC-MEDIA-0012,archive_media_post_republication,Amcu Holds Firm On Platinum Strike,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-01-30-amcu-holds-firm-on-platinum-strike/,retrieved_extracted,,trafilatura,879,a3a7b841371a194086d2508c3a48bd00004a0fd8f998f91fbab954ab31787599,false,true
DISC-MEDIA-0512,archive_media_post_republication,Lonmin Takes Stock Highlights Focus On Improving Living Conditions,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-takes-stock-highlights-focus-on-improving-living-conditions-2014-02-04,retrieved_extracted,,trafilatura,789,00a642c1da7c5a657b1fda1c31e7781b0e21611edb2101c4bc34886dc73a3076,false,true
SEC-MEDIA-0493,archive_media_post_republication,Platinum Strikes Costing Sa R400 Milion A Day,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-strikes-costing-sa-r400-milion-a-day-2014-02-04,retrieved_extracted,,trafilatura,752,3337b5b1086afc9af4884c940ca7ede333c5e07d1949a5837d5fd34e4c3c4766,false,true
DISC-MEDIA-0143,archive_media_post_republication,Higher Stocks Give Lonmin Breathing Space During Strike,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-02-05-higher-stocks-give-lonmin-breathing-space-during-strike/,retrieved_extracted,,trafilatura,633,76c52e9433770fa9ebbbac6a21af7d798500550b959e72717dfb3499a3df09d3,false,true
SEC-MEDIA-0178,archive_media_post_republication,Amcu Miner Shot Dead In Limpopo Amplats,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-miner-shot-dead-in-limpopo-amplats-2014-02-10,retrieved_extracted,,trafilatura,630,7c050c1131b3a0481b31a9cad8b593c765bd007115bab7c15cfccbcef3d15a4a,false,true
SEC-MEDIA-0516,archive_media_post_republication,Sa Platinum Firms To Meet Mediators Tuesday Amcu,2014,Engineering News,https://www.engineeringnews.co.za/article/sa-platinum-firms-to-meet-mediators-tuesday-amcu-2014-02-10,retrieved_extracted,,trafilatura,498,0d09b66aa0df4baad7b604fd5aaef1c06963220935a72f47190cd4be90af9c8f,false,true
SEC-MEDIA-0228,archive_media_post_republication,Amcu Strike Could Force Closure Of Platinum Companies Warns Uasa,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-strike-could-force-closure-of-platinum-companies-warns-uasa-2014-02-12,retrieved_extracted,,trafilatura,749,18efc7913660df1120fe2019f12aff458dd65c6386413dd81f4f893d6bd805f2,false,true
SEC-MEDIA-0292,archive_media_post_republication,Ccma Amcu To Meet On Friday,2014,Engineering News,https://www.engineeringnews.co.za/article/ccma-amcu-to-meet-on-friday-2014-02-13,retrieved_extracted,,trafilatura,416,3c2c25879c56d95b3cbf567261acb2ae1c200ab10825acf461dcb997f4bee454,false,true
SEC-MEDIA-0317,archive_media_post_republication,Dol Denies Amcu Deregistration Claims,2014,Engineering News,https://www.engineeringnews.co.za/article/dol-denies-amcu-deregistration-claims-2014-02-13,retrieved_extracted,,trafilatura,632,0af90e474a523ef1fef1687971e36b2d8bd8613df25a4a1953ea97b53cc0e99e,false,true
SEC-MEDIA-0147,archive_media_post_republication,Amcu Ccma Talks Postponed Until Monday,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-ccma-talks-postponed-until-monday-2014-02-14,retrieved_extracted,,trafilatura,392,85185f2b1821b3c3e429fd9a8e1f6333891c157f3809133ea7e475dcf9f4b6a2,false,true
SEC-MEDIA-0265,archive_media_post_republication,Amplats Sues Amcu Union For Platinum Strike Damages,2014,Engineering News,https://www.engineeringnews.co.za/article/amplats-sues-amcu-union-for-platinum-strike-damages-2014-02-17,retrieved_extracted,,trafilatura,837,b998368ce54e97fa506969bf29b389d85f3a4724549641adce544a2adfd6cb8e,false,true
SEC-MEDIA-1044,archive_media_post_republication,Unions Slate Amplats State For Legal Attacks On Amcu,2014,Engineering News,https://www.engineeringnews.co.za/article/unions-slate-amplats-state-for-legal-attacks-on-amcu-2014-02-19,retrieved_extracted,,trafilatura,640,667c49d988cdd7fa6fc1c8d65fe2c21a3475837af262fef61d72fdffa26b7957,false,true
SEC-MEDIA-0254,archive_media_post_republication,Amcu Willing To Move On Wage Demands Wants To Negotiate Directly With Ceos,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-willing-to-move-on-wage-demands-wants-to-negotiate-directly-with-ceos-2014-02-20,retrieved_extracted,,trafilatura,957,4b759b2b255eb9ea52c0b91b151422b09baa851af8f4a843a38b156eb123687e,false,true
SEC-MEDIA-0524,archive_media_post_republication,Shabangu Denies Encouraging Amplats To Sue Amcu,2014,Engineering News,https://www.engineeringnews.co.za/article/shabangu-denies-encouraging-amplats-to-sue-amcu-2014-02-21,retrieved_extracted,,trafilatura,936,ccda67f9a42e7f9a0d22aee67d0fc5014189f5215db119cd63dd6dfeccb66b23,false,true
DISC-MEDIA-0144,archive_media_post_republication,Marikana Commission The Long Game Reveals Itself,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-02-25-marikana-commission-the-long-game-reveals-itself/,retrieved_extracted,,trafilatura,1480,0524d92badc91d6a2d42100eeee11c3aca62c0f5299702ac2dcc6539b7aaa00c,false,true
DISC-MEDIA-0448,archive_media_post_republication,Lonmin Denies Media Claims Of Rebuff By Marikana Community Over Equity,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-denies-media-claims-of-rebuff-by-marikana-community-over-equity-2014-02-28,retrieved_extracted,,trafilatura,495,249fd01693a318c77ce65d6c616df268a6d45c79a2e0a6e06fcc7d404d74e6c8,false,true
SEC-MEDIA-0475,archive_media_post_republication,Platinum Bosses Plead With Amcu To Return To Work,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-bosses-plead-with-amcu-to-return-to-work-2014-02-28,retrieved_extracted,,trafilatura,1528,68da58dafc3a6fa2ed2633f7d04a16b9cbc2bbf018f361b5cf503dfc565ddfdb,false,true
SEC-MEDIA-0483,archive_media_post_republication,Platinum Producers Amcu To Resume Talks On Monday,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-producers-amcu-to-resume-talks-on-monday-2014-02-28,retrieved_extracted,,trafilatura,386,21a495c0d9f5a15cf3b18a31219db6a2fb70eb9ec5aec1f4da8ac99936aa8ee4,false,true
SEC-MEDIA-0206,archive_media_post_republication,Amcu Revised Demand Still Unaffordable,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-revised-demand-still-unaffordable-2014-03-05,retrieved_extracted,,trafilatura,561,7defcc8b2336eda46fbac7b2cfee56a59515bf883caa5f9156150372804ab3d4,false,true
SEC-MEDIA-0013,archive_media_post_republication,Platinum Strike The Negotiation Tables Depressing Emptiness,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-06-platinum-strike-the-negotiation-tables-depressing-emptiness/,retrieved_extracted,,trafilatura,786,772403d2dc6df01a39fd9f311743e6905b8ee89a64bf7f21f21dd3f0450eaa53,false,true
SEC-MEDIA-0014,archive_media_post_republication,In Pictures Amcu Takes To The Union Buildings,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-07-in-pictures-amcu-takes-to-the-union-buildings/,retrieved_extracted,,trafilatura,285,c5884445173a98d1653e1fff3f50f845061dd471576caac845e51d55844c315e,false,true
SEC-MEDIA-0015,archive_media_post_republication,Amcus Mathunjwa Last Six Weeks Of Platinum Strike Was Like A Warm Up,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-11-amcus-mathunjwa-last-six-weeks-of-platinum-strike-was-like-a-warm-up/,retrieved_extracted,,trafilatura,1539,c92bf18b0a31093aa0894226a9010edc21de1896d323da13d812c7d7fa5e28bb,false,true
SEC-MEDIA-0236,archive_media_post_republication,Amcu To March To Amplats Offices On Tuesday,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-march-to-amplats-offices-on-tuesday-2014-03-17,retrieved_extracted,,trafilatura,629,5634a003c6617618ad8c1caa6ecebeb741b089a1c28b9b05f38dad2f989e1bf4,false,true
SEC-MEDIA-0385,archive_media_post_republication,Labour Court Amcu Gold Strike Return Date Postponed,2014,Engineering News,https://www.engineeringnews.co.za/article/labour-court-amcu-gold-strike-return-date-postponed-2014-03-17,retrieved_extracted,,trafilatura,463,c5717f6432be00b773b7153a36c3b168170ab905dd371db91ac3a773991d3c4f,false,true
SEC-MEDIA-0016,archive_media_post_republication,Amcu Takes Platinum Fight To Heart Of Amplats,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-19-amcu-takes-platinum-fight-to-heart-of-amplats/,retrieved_extracted,,trafilatura,1545,f38f92c2951fac80f4fb991b79b9e905fb72e95d1762639d6b595f247bc0ff0a,false,true
SEC-MEDIA-0519,archive_media_post_republication,Safrica Deputy President To Meet Mining Firms Unions As Platinum Strike Drags On,2014,Engineering News,https://www.engineeringnews.co.za/article/safrica-deputy-president-to-meet-mining-firms-unions-as-platinum-strike-drags-on-2014-03-24,retrieved_extracted,,trafilatura,681,aeceb8879d4752f8b15454f27c87fca0fb325747ca8a9448fc699b0663e66923,false,true
SEC-MEDIA-0017,archive_media_post_republication,Platinum Strikes Two Months Into Starving Negotiations,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-26-platinum-strikes-two-months-into-starving-negotiations/,retrieved_extracted,,trafilatura,1089,0f6051d993140762773f056ad111dc9a99641fd7686fc8b303c2a92e6de1c50f,false,true
SEC-MEDIA-0322,archive_media_post_republication,Eff Supports Amcu Strike,2014,Engineering News,https://www.engineeringnews.co.za/article/eff-supports-amcu-strike-2014-03-26,retrieved_extracted,,trafilatura,840,2b71ac83065237866dd26cbdbedfc0c5f12b1f900868f0784b98255d7a1300fc,false,true
DISC-MEDIA-0145,archive_media_post_republication,Marikana Commission A Cop Who Stands For Truth And Accountability,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-27-marikana-commission-a-cop-who-stands-for-truth-and-accountability/,retrieved_extracted,,trafilatura,1781,fd1bb4606825594ba26531ccb1f1072485c6f5f4cdd5268f46b94ad2f8b6a63d,false,true
SEC-MEDIA-0150,archive_media_post_republication,Amcu Coal Gold Strike Not Approved Nedlac,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-coal-gold-strike-not-approved-nedlac-2014-03-28,retrieved_extracted,,trafilatura,582,24e14fa3bb73e264e65afe1ebc9e569556f8ada15561cdc5f422038eb0446a65,false,true
DISC-MEDIA-0146,archive_media_post_republication,Marikana Commission Phase Two The Big Picture,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-31-marikana-commission-phase-two-the-big-picture/,retrieved_extracted,,trafilatura,961,233c9357505010d49dccad2e5b5124c3590829f3bbf76f69131a22105bddf890,false,true
SEC-MEDIA-0018,archive_media_post_republication,Platinum Strike Miners Share Their Ordeal,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-04-platinum-strike-miners-share-their-ordeal/,retrieved_extracted,,trafilatura,1172,d87b6f34a2d5f84dfd3fc60114e4ed5c74e1ff74bbdc45fdb88ac405141c4ad5,false,true
DISC-MEDIA-0147,archive_media_post_republication,Marikana Commission Phase Two Migrancy,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-10-marikana-commission-phase-two-migrancy/,retrieved_extracted,,trafilatura,1044,2bf97e01fd4876380fcbbc33567558ded5388425ece34862ce405f3421c12133,false,true
DISC-MEDIA-0148,archive_media_post_republication,Will Marikanas Mr X Be A Game Changer,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-15-will-marikanas-mr-x-be-a-game-changer/,retrieved_extracted,,trafilatura,2369,273b0db51341b59e72b0a0a31817b4975ea188d2003a0dea9f0815b43d7b3bf3,false,true
SEC-MEDIA-0019,archive_media_post_republication,Platinum Strikes Discussions To Determine Platinum Belt Amcus Future,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-23-platinum-strikes-discussions-to-determine-platinum-belt-amcus-future/,retrieved_extracted,,trafilatura,1111,201908b8111714eb5f779e41a5414053ed2a80622aecee197528a5305f670187,false,true
SEC-MEDIA-0489,archive_media_post_republication,Platinum Strike Slashes Amplats Q1 Output By 39,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-strike-slashes-amplats-q1-output-by-39-2014-04-24,retrieved_extracted,,trafilatura,969,3d01941d7620179f43582242f7ad0d13f1ab99f43df82b1b6b3b22f2ede99c19,false,true
SEC-MEDIA-0520,archive_media_post_republication,Safricas Amcu Says Wage Offer May Not Be Ready For Vote,2014,Engineering News,https://www.engineeringnews.co.za/article/safricas-amcu-says-wage-offer-may-not-be-ready-for-vote-2014-04-24,retrieved_extracted,,trafilatura,409,ee2ebaa13d733f7e503fd52a5827d4aeb8952905ac2093748ed3b94fdc0060c3,false,true
DISC-MEDIA-0149,archive_media_post_republication,A Luta Continua Amcu Decides In Zuma Free Marikana,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-04-30-a-luta-continua-amcu-decides-in-zuma-free-marikana/,retrieved_extracted,,trafilatura,1017,f3c8fc21d17e981dd5faa7e1c5243faaaaffa12a1a4b82d8d74ea064ebbc9a76,false,true
DISC-MEDIA-0150,archive_media_post_republication,Khayelitsha May Day Rally Silence On Zuma Nkandla And Marikana Not So On Enemies Of The Revolution,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-02-khayelitsha-may-day-rally-silence-on-zuma-nkandla-and-marikana-not-so-on-enemies-of-the-revolution/,retrieved_extracted,,trafilatura,1593,6a15e412c441408d89864d92e99df304d1c9107d077bd73631762bff257b5902,false,true
DISC-MEDIA-0386,archive_media_post_republication,Community Lonmin To Pursue Equity Trust For Development,2014,Engineering News,https://www.engineeringnews.co.za/article/community-lonmin-to-pursue-equity-trust-for-development-2014-05-02,retrieved_extracted,,trafilatura,389,305620600bc5c46d3eebbc85b4fe87fbabff9cd448f00e8109a650988a2bb54a,false,true
SEC-MEDIA-0437,archive_media_post_republication,No Current Negotiations After Amcu Members Resoundingly Rejected Latest Offer Mathunjwa,2014,Engineering News,https://www.engineeringnews.co.za/article/no-current-negotiations-after-amcu-members-resoundingly-rejected-latest-offer-mathunjwa-2014-05-05,retrieved_extracted,,trafilatura,1389,e9d9c16aedb1a91bd536935f6f38342fbd101d6c2fd70e0ea91f39f78b184c3d,false,true
DISC-MEDIA-0151,archive_media_post_republication,Elections In Marikana The Mining Belt Makes Its Mark In Pictures,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-07-elections-in-marikana-the-mining-belt-makes-its-mark-in-pictures/,retrieved_extracted,,trafilatura,122,4dd581d3b519f48f927b49015654a236978665746115dc65d73cd30e2a876f4c,false,true
SEC-MEDIA-0497,archive_media_post_republication,Producers To Oppose Amcu Direct Communication Court Application,2014,Engineering News,https://www.engineeringnews.co.za/article/producers-to-oppose-amcu-direct-communication-court-application-2014-05-14,retrieved_extracted,,trafilatura,762,576fc0a2dcac06fe7b5d5ddd3bcfd042d2aae883acb3dc160e8edc7cb3bf286f,false,true
DISC-MEDIA-0152,archive_media_post_republication,Marikana Commission Man And His Truth A Story Of The Policemen Who Was Not Afraid,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-15-marikana-commission-man-and-his-truth-a-story-of-the-policemen-who-was-not-afraid/,retrieved_extracted,,trafilatura,3660,f36e386da42755916e6dee502ee45d07f44fc38ab1282241ec70a5f8182997bd,false,true
DISC-MEDIA-0153,archive_media_post_republication,Platinum Strikes The Marikana Standoff Continues,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-15-platinum-strikes-the-marikana-standoff-continues/,retrieved_extracted,,trafilatura,1164,e45c7adb4253829849d0308e1dbd34382f3908b1c93f9f53cd4e385857387130,false,true
DISC-MEDIA-0154,archive_media_post_republication,Marikana Commission All For Nought,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-19-marikana-commission-all-for-nought/,retrieved_extracted,,trafilatura,753,551763d048bff0779b6f459644d413f2b1b03e26a0566b46656663abfdacab42,false,true
DISC-MEDIA-0518,archive_media_post_republication,Lonmin To Oppose Amcu Labour Court Interdict,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-to-oppose-amcu-labour-court-interdict-2014-05-19,retrieved_extracted,,trafilatura,793,f1b454e73e779a0624625df019f8cea5e1e575c01b91e38260b25d3b942e4df5,false,true
SEC-MEDIA-0429,archive_media_post_republication,Nedlac Wants Platinum Strike Resolved,2014,Engineering News,https://www.engineeringnews.co.za/article/nedlac-wants-platinum-strike-resolved-2014-05-19,retrieved_extracted,,trafilatura,603,7eba0933e2a94500acde869fe16a8e07479ffdb480a5607a7a5f05502c67f1a4,false,true
SEC-MEDIA-0020,archive_media_post_republication,Platinum Strikes Lets See Yo Cards Boys,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-20-platinum-strikes-lets-see-yo-cards-boys/,retrieved_extracted,,trafilatura,1073,7e3b345498e471ec56b705db0d7b973a1d0eb11ebe9effefbe5cd69f112bf304,false,true
SEC-MEDIA-0482,archive_media_post_republication,Platinum Producers Amcu Agree To Labour Court Mediation,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-producers-amcu-agree-to-labour-court-mediation-2014-05-20,retrieved_extracted,,trafilatura,491,699e109a9373ab26d37f2afdd9e2b807a0e9f090a6086cff6c996a633dfbb405,false,true
SEC-MEDIA-0194,archive_media_post_republication,Amcu Producers Optimistic About Talks,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-producers-optimistic-about-talks-2014-05-21,retrieved_extracted,,trafilatura,621,b0fa950ed07cc84c99f944cea9234e06f847427c1b7ef818d33d1dfa7bbe76bd,false,true
SEC-MEDIA-0490,archive_media_post_republication,Platinum Strike Threatens Contractor Longevity,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-strike-threatens-contractor-longevity-2014-05-23,retrieved_extracted,,trafilatura,1027,845e3d8b139cf3369408d75418b1dda2793008e83d03d61d1304f70661851413,false,true
DISC-MEDIA-0155,archive_media_post_republication,A Roadshow Like No Other Striking Marikana Miners Looking To Win Hearts And Minds,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-26-a-roadshow-like-no-other-striking-marikana-miners-looking-to-win-hearts-and-minds/,retrieved_extracted,,trafilatura,1264,7e698819bb7341e5d2f5ce056ae000350e18900285b0d42c7b6a94c0883408f9,false,true
SEC-MEDIA-0021,archive_media_post_republication,Platinum Strikes Hope For The Next Step But Which Way,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-05-27-platinum-strikes-hope-for-the-next-step-but-which-way/,retrieved_extracted,,trafilatura,1210,99aa9ba7eac229e51f0750f025723b69f2d3093a804d7d50255ad7c29543ee95,false,true
SEC-MEDIA-0425,archive_media_post_republication,Minister Sets Up Technical Team To Resolve Platinum Strike,2014,Engineering News,https://www.engineeringnews.co.za/article/minister-sets-up-technical-team-to-resolve-platinum-strike-2014-05-28,retrieved_extracted,,trafilatura,562,c7f437ddc36911cd9323347db4db15df7041e998232e8f8b0805ca22867139f8,false,true
DISC-MEDIA-0334,archive_media_post_republication,When The New Repeats The Old Marikana Haunts New Zuma Cabinet,2014,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2014-05-29-when-the-new-repeats-the-old-marikana-haunts-new-zuma-cabinet/,retrieved_extracted,,trafilatura,982,ad60abfaf0bc02ca00f51440080a543d464241d128bb081ddbea5327c5aa1c03,false,true
SEC-MEDIA-0258,archive_media_post_republication,Amplats Implats Refute Amcu Tax Wage Evasion Claims,2014,Engineering News,https://www.engineeringnews.co.za/article/amplats-implats-refute-amcu-tax-wage-evasion-claims-2014-05-30,retrieved_extracted,,trafilatura,647,e8224d93031acaa2fb45db4da4c01c137401f12633025471e7011b5f112362fe,false,true
