candidate_id,status,title,year,publisher,metadata_source,source_url,final_url,http_status,content_type,retrieval_method,raw_bytes,raw_sha256,extraction_method,pages,text_chars,text_words,text_sha256,error
OFFICIAL-011,acquired_extracted,Ramaphosa Heads of Argument,2014,Cyril Ramaphosa,institutional_replacement_candidates,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-Ramaphosa.pdf,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-Ramaphosa.pdf,200,application/pdf,http,545058,3ef8af1f25f3408d100e257fcc89e47e00be9b4af7e484c3e709f2e5c5893745,pypdf,70,104445,16541,ab7a93971c586d66ee5da7a6c867d195ffbd0917fc9b5447d789395177580feb,
OFFICIAL-012,acquired_extracted,SAHRC Heads of Argument,2014,South African Human Rights Commission,institutional_replacement_candidates,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAHRC.pdf,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAHRC.pdf,200,application/pdf,http,4511328,34ceabb20c67c27db1464179ea8be21bf8fe520e019b6cc43af3ab95be37d458,pypdf,629,1110591,174810,6bdf5798adaa8e731758f3498481812084e324086335a3b606ec3e17c364d6d6,
OFFICIAL-013,acquired_extracted,SAPS Heads of Argument,2014,South African Police Service,institutional_replacement_candidates,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAPS.pdf,https://www.justice.gov.za/comm-mrk/docs/201411-HoA-SAPS.pdf,200,application/pdf,http,905384,9401038ee48a2c514e7c90494a834eb393ecda9a12a50158201af4623a4efa9f,pypdf,236,342028,57831,a7b4478bacea28047be412d4fc4f21ff7805f53ecb495d4f70e8e656063dfe18,
INST-001,acquired_extracted,Marikana Commission of Inquiry: Report on matters of public national and international concern arising out of tragic incidents at Lonmin Mine in Marikana,2015,South African Human Rights Commission mirror of official Farlam report,source_overrides,https://www.sahrc.org.za/home/21/files/marikana-report-1.pdf,https://sahrc.org.za/home/21/files/marikana-report-1.pdf,200,application/pdf,http,8418819,6dc14bc3df9126bb337c42af38eab6efb3f598521a80ab51265bff71ad6de66c,pypdf,660,876336,153495,163a99e15ce37d18416ec8c0240fbd9d2295b43369d59437a4481394241b391d,
INST-002,acquired_extracted,Policy Gap 6: A Review of Platinum Mining in the Bojanala District of the North West Province,2012,Bench Marks Foundation,retrieval_manifest,https://www.bench-marks.org.za/wp-content/uploads/2021/02/rustenburg_review_policy_gap_final_aug_2012.pdf,https://www.bench-marks.org.za/wp-content/uploads/2021/02/rustenburg_review_policy_gap_final_aug_2012.pdf,local,application/pdf,repo_fallback:data/raw/Bench_Marks_PG6.pdf,3145844,251a4f08358bf84872fbd216832e8f2c13582629254e594fe4825880a6869ade,pypdf,167,341785,51202,11211d480bd110f3ad9a047f1571a99f6af3aa7929786c2fa79123f56b604079,
INST-004,acquired_extracted,Policy Gap 10: Floating or Sinking Social Licence to Operate: Kumba Iron Ore Limited,2016,Bench Marks Foundation,retrieval_manifest,,,local,application/pdf,repo_fallback:data/raw/Bench_Marks_PG10.pdf,1516247,644a5d8cbf1d5e1d9d8c3ee0c6f0232aefd377650a9f3a8ce4f25f353347a1aa,pypdf,88,213491,31824,fe13bc4ea6dc6ede178d2b19273feb96ac86b918b6450bb86d453137d74b2ade,
INST-005,acquired_extracted,Statement on behalf of the deceased miners' families represented before the Marikana Commission of Inquiry,2013,Socio-Economic Rights Institute of South Africa,retrieval_manifest,https://justice.gov.za/comm-mrk/exhibits/Exhibit-FFF-26.pdf,https://justice.gov.za/comm-mrk/exhibits/Exhibit-FFF-26.pdf,200,application/pdf,http,156467,a7dc18f133703008c2714a215f68fa105efe5c971a954c7242d15707b840b095,pypdf,1,1752,267,202893e33c78b34d58da9f4c3629db2c8d187835c2ed2238dd883f94618e1f31,
INST-003,acquired_extracted,Zero Hour: Poor Governance of Mining and the Violation of Environmental Rights in South Africa,2016,Centre for Environmental Rights,retrieval_manifest,https://cer.org.za/wp-content/uploads/2016/06/Zero-Hour-May-2016.pdf,https://cer.org.za/wp-content/uploads/2016/06/Zero-Hour-May-2016.pdf,local,application/pdf,repo_fallback:data/raw/CER_Zero_Hour.pdf,4460700,c7ae6ae2b71b3fe1a176659468ec949ea9883f077137c7d69159990677099048,pypdf,108,398184,61984,68b068f7bacb9b893de771effd880cdc25feea6c816aa8acffd40ba3d6668482,
MEDIA-001,acquired_extracted,Lonmin killings hurt SA as mining destination,2012,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-killings-hurt-sa-as-mining-destination-2012-09-10,https://www.miningweekly.com/article/lonmin-killings-hurt-sa-as-mining-destination-2012-09-10,200,text/html,http,260702,1bf83dbdaeeb419d25d0b34053de16b4c17bd11cf84bf60240a6797cb7e87892,trafilatura,,6708,1077,3d94c37bffd351bc5df2cf32280c629b6c341c8d414d40888e98895478049a88,
MEDIA-002,acquired_extracted,Lonmin's killing fields: the inevitable tragic next move,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-08-17-lonmins-killing-fields-the-inevitable-tragic-next-move/,https://www.dailymaverick.co.za/article/2012-08-17-lonmins-killing-fields-the-inevitable-tragic-next-move/,200,text/html,http,316767,9e5b4da552ac2cfb80f56a826933b2a519bea5423bf21424654b65e221f51f1f,trafilatura,,7116,1205,7dd4399a36895df63e383406f6829917b5fc670737d155cd1b39b8b4b3510bb2,
MEDIA-003,acquired_extracted,Lonmin: Malema fans the flames but the victims are still out in the cold,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-08-18-lonmin-malema-fans-the-flames-but-the-victims-are-still-out-in-the-cold/,https://www.dailymaverick.co.za/article/2012-08-18-lonmin-malema-fans-the-flames-but-the-victims-are-still-out-in-the-cold/,200,text/html,http,339967,0b1b8cb79e46e33734e3d002e6b32a3bf3e0a4d1987d263f9c9fd33ba09fee81,trafilatura,,11955,2194,ad7f9339bb80d256c291459733ad8888ed53913973663e5086f6adf3947de7b3,
MEDIA-004,acquired_extracted,Marikana: Police torture takes centre stage,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-08-28-marikana-police-torture-takes-central-stage/,https://www.dailymaverick.co.za/article/2012-08-28-marikana-police-torture-takes-central-stage/,200,text/html,http,321005,2cb8fa8318869c67db54f0589a8de396038ece03d5340bc776073cfbfc4aa7b8,trafilatura,,7245,1236,6823488070f8637201f6485e7c1678e0b25fb031012d4de1d46c2e7b658e25b5,
MEDIA-005,acquired_extracted,Marikana eyewitness: He raised his hands they shoot him in the head,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-09-06-marikana-eyewitness-he-raised-his-hands-they-shoot-him-in-the-head/,https://www.dailymaverick.co.za/article/2012-09-06-marikana-eyewitness-he-raised-his-hands-they-shoot-him-in-the-head/,200,text/html,http,312938,1f95d47e315a38f61d85fc323266023700d413c301b4fa177ca9c40734649148,trafilatura,,6443,1165,c7e506a9597340efb24b8c3f7c2dccd1ac0452b37c03debd5fbad90883fdcd30,
MEDIA-006,acquired_extracted,Marikana: Mourning families and their forgotten legal rights,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-08-28-marikana-mourning-families-and-their-forgotten-legal-rights/,https://www.dailymaverick.co.za/article/2012-08-28-marikana-mourning-families-and-their-forgotten-legal-rights/,200,text/html,http,325609,fce626a77512f2fb178d5d93be824e414ffcdc0d039533bb3e61a2f7e3c7fa3e,trafilatura,,8047,1357,75a60d9c89b60dc5f0cb4300f5c6911e952d005fa07524248f0b4470a5a8e445,
MEDIA-007,acquired_extracted,FIVE MINUTES: SOUTH AFRICA 16 August 2012,2012,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2012-08-16-five-minutes-south-africa-16-august-2012/,https://www.dailymaverick.co.za/article/2012-08-16-five-minutes-south-africa-16-august-2012/,200,text/html,http,309766,bb03aa7ca45044e0067278a14ad57c194886083dc63cf3dfc3ce682cd923c13f,trafilatura,,6211,1013,a28c1b1c9591aadca97f55f17a227a89884c6e9ee63138d81d66e9917291b2c5,
MEDIA-008,acquired_extracted,Lonmin commemorates deceased mineworkers describes massacre as catalyst for change,2013,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-commemorates-deceased-mineworkers-describes-massacre-as-catalyst-for-change-2013-08-23,https://www.miningweekly.com/article/lonmin-commemorates-deceased-mineworkers-describes-massacre-as-catalyst-for-change-2013-08-23,200,text/html,http,259378,5a8e4c4fea2473b7628d00a2972f92837924f1241ab10e6a250e6344f9f7276c,trafilatura,,7004,1098,da5412dc8c66e4a3bc036561f88878c2526de3b5ac1492187d164f26b6592813,
MEDIA-009,acquired_extracted,Economy failed miners says AMCUs Mathunjwa,2013,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/economy-failed-miners-says-amcus-mathunjwa-2013-08-16,https://www.miningweekly.com/article/economy-failed-miners-says-amcus-mathunjwa-2013-08-16,200,text/html,http,257426,39f990f907147f5eb777985f069352d39e8d5a41cd83c9c19db7e9f21d803cb0,trafilatura,,3902,616,39425ea6cc774581ebf556be728dcb7d31b0fe865ed0f06fe5eb1900b5256f89,
MEDIA-010,acquired_extracted,Slain Marikana workers to be remembered,2013,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/slain-marikana-workers-to-be-remembered-2013-08-13,https://www.miningweekly.com/article/slain-marikana-workers-to-be-remembered-2013-08-13,200,text/html,http,256260,38ba7f5870e5186dcacb51d7b596ac6c27b692a50025ac2e32c3949b76322e45,trafilatura,,5131,842,173f2b85578dbef9c6d8c3272c38418ae78fe87a01ec60877de5e04f88147c11,
MEDIA-011,acquired_extracted,Marikana one year later: the hell above and below ground,2013,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2013-08-16-marikana-one-year-later-the-hell-above-and-below-ground/,https://www.dailymaverick.co.za/article/2013-08-16-marikana-one-year-later-the-hell-above-and-below-ground/,200,text/html,http,348584,336498114f8db21b714ddb4e93c639a6bc7628832c504a2ff437c94c8a3f5088,trafilatura,,10192,1744,1a166f5793921ecea06af25411a5c954cb70dbc518fa068cdd77b8a0ec845f12,
MEDIA-012,acquired_extracted,Ramaphosa says negotiation was Marikana panacea,2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/negotiation-was-marikana-panacea-ramaphosa-2014-08-11,https://www.miningweekly.com/article/negotiation-was-marikana-panacea-ramaphosa-2014-08-11,200,text/html,http,260853,fe6b4787445dc4dff28a7fa2443a7c0e45e20e529850e1ce6049cf47ccef5960,trafilatura,,6239,1003,72879dbfd91cf18657f37b089c3f03461050102bdc1ebcbd2a96a4ed33060c6d,
MEDIA-013,acquired_extracted,Ramaphosa questioned about Marikana inaction,2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/ramaphosa-questioned-about-marikana-inaction-2014-08-12,https://www.miningweekly.com/article/ramaphosa-questioned-about-marikana-inaction-2014-08-12,200,text/html,http,258482,d3faf6858b272e79b93d2fcaae1aa8fc439d7767848a4f0ec77bed1a9e35720f,trafilatura,,4385,687,194bd5ef0c4fab356f1d5287f4ae8026d01fd34522c2700c87fce67a21b09465,
MEDIA-014,acquired_extracted,Lonmin affirms Farlam report,2015,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-affirms-farlam-report-2015-08-21,https://www.miningweekly.com/article/lonmin-affirms-farlam-report-2015-08-21,200,text/html,http,254771,064334924112b19e8237d1d39f2a6126b4d5bb408b29a1dc7f889d5c98e34743,trafilatura,,4748,769,7d7e821d7afd43a9ab350608562868c891ab5eaaac49b4866ba3ac248de19060,
MEDIA-015,acquired_extracted,NUM welcomes further investigation recommendation defends member actions,2015,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/num-welcomes-further-investigation-recommendation-defends-member-actions-2015-06-26,https://www.miningweekly.com/article/num-welcomes-further-investigation-recommendation-defends-member-actions-2015-06-26,200,text/html,http,264161,945aa1d340672f589eb1ac8c7a4caab31d420957c57ac7d49ce60ae40d1b685e,trafilatura,,7699,1205,590987f83a53fa33dde196745ed896e7bcbf192d7a954baf53c4d3cf91163601,
MEDIA-016,acquired_extracted,Lonmin unveils design proposal for Marikana memorial park showcases new apartments,2017,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-unveils-design-proposal-for-marikana-memorial-park-showcases-new-apartments-2017-08-15,https://www.miningweekly.com/article/lonmin-unveils-design-proposal-for-marikana-memorial-park-showcases-new-apartments-2017-08-15,200,text/html,http,269611,c3e56772c677c3059c34184d189baa791029bf5dbf52f75c3669a47b98000250,trafilatura,,5777,909,da373ba2081666be4d0becae88df4728057bc7a58a96a9498f4427fde771a997,
MEDIA-017,acquired_extracted,Six years on there is no accountability for the elite police unit shootings at Marikana Scene 2,2018,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2018-08-16-six-years-on-there-is-no-accountability-for-the-elite-police-unit-shootings-at-marikana-scene-2/,https://www.dailymaverick.co.za/article/2018-08-16-six-years-on-there-is-no-accountability-for-the-elite-police-unit-shootings-at-marikana-scene-2/,200,text/html,http,345740,beb8c4a59021de0bc16845772d09a07ff890ff94b8d16889709100d075c204bf,trafilatura,,10579,1846,6cfdce2ce3a789b738dbf0c8689dd8a7fb7395ed0201ad3d44d1829411759b00,
MEDIA-018,acquired_extracted,Sibanye hosts Marikana memorial lecture,2020,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/sibanye-hosts-marikana-memorial-lecture-2020-08-14,https://www.miningweekly.com/article/sibanye-hosts-marikana-memorial-lecture-2020-08-14,200,text/html,http,264111,b8db52667efd0275afddb9f7bb4a47ec1995f7faf08892ac8766c47538189f3b,trafilatura,,7074,1156,d0287e54705dfc9ccf054bdf003e7ab908f14ead8315dae75e2f9dd42d8bea51,
MEDIA-019,acquired_extracted,Marikana: The unfolding of a never-ending tragedy,2021,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2021-08-14-marikana-the-unfolding-of-a-never-ending-tragedy/,https://www.dailymaverick.co.za/article/2021-08-14-marikana-the-unfolding-of-a-never-ending-tragedy/,200,text/html,http,553018,cbd7ae6c74d3cc2e40d517e9cd0c2c77e6d5bb655ec5a7ecbb1a161bd997230d,trafilatura,,18932,3077,a4028b0469f47c91edd08cf951e53adb7830645fb37608c81622fc07ae5c6aed,
MEDIA-020,acquired_extracted,Families of slain Marikana mine workers reflect on decade of betrayal,2022,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2022-08-15-marikana-families-of-slain-mineworkers-reflect-on-10-years-of-betrayal/,https://www.dailymaverick.co.za/article/2022-08-15-marikana-families-of-slain-mineworkers-reflect-on-10-years-of-betrayal/,200,text/html,http,435461,f635443fe2aea027a90259670e6381175a6dd4d820cc96ac6f22ddf3fc40fe66,trafilatura,,8365,1455,6ccb3b81face2a2553d834e1f45bf8271d2f1fde76c315de877313595d190a35,
MEDIA-021,acquired_extracted,The smell of blood comes back to me as I think of Marikana,2022,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2022-08-15-the-smell-of-blood-comes-back-to-me-as-i-remember-sas-dark-day-in-a-north-west-village/,https://www.dailymaverick.co.za/article/2022-08-15-the-smell-of-blood-comes-back-to-me-as-i-remember-sas-dark-day-in-a-north-west-village/,200,text/html,http,328915,a1809390615267df745e1420998aada1f5ffe01ae05d34c70780437f9caadbd2,trafilatura,,2832,501,8823b8e05ebbfa07a7abdf5b00cdd056c1b3e76983d284ce591408153e36d788,
MEDIA-022,acquired_extracted,"Lonmin Q1 2014 mining production down 10%, will revise full-year guidance as result of strikes",2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-q1-2014-mining-production-down-10-will-revise-full-year-guidance-as-result-of-strikes-2014-01-30,https://www.miningweekly.com/article/lonmin-q1-2014-mining-production-down-10-will-revise-full-year-guidance-as-result-of-strikes-2014-01-30,200,text/html,http,260304,a713d13d28b2082b1f9f7eef6d0ebb8dbcf488951a45fee79a9b5036da1320bc,trafilatura,,5089,824,2ae5087caf26742d63f762d5a98eca770d88255e640e9b20528f817a31faace3,
MEDIA-023,acquired_extracted,AMCU members defy call to return to work,2014,Engineering News,retrieval_manifest,https://www.engineeringnews.co.za/article/amcu-members-defy-call-to-return-to-work-2014-05-14,https://www.engineeringnews.co.za/article/amcu-members-defy-call-to-return-to-work-2014-05-14,200,text/html,http,249223,1a99c8e27967306974bb9bd8a4e45ad1ce22b04c54ae41c940286d67ce73c57c,trafilatura,,3257,541,14231a1493b4a560fbe7254ece159d2e779176db0b2a2e3cbdad42a3e7222061,
MEDIA-024,acquired_extracted,"Lonmin, AMCU celebrate finalisation of landmark BEE equity deal",2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-amcu-celebrate-finalisation-of-landmark-bee-equity-deal-2014-12-12,https://www.miningweekly.com/article/lonmin-amcu-celebrate-finalisation-of-landmark-bee-equity-deal-2014-12-12,200,text/html,http,258546,df9185d13b79eddf4023505cc7652a3f859197996a60e8ea7b4e5c45107e1b45,trafilatura,,6059,964,3233217edb1b12bfcf6bfce122c706190f38a66b8dea0db8cdc3b81a7c01302b,
MEDIA-025,acquired_extracted,"Farlam wants workers housed, Mining Charter goes to court, coal firms transform for Eskom",2015,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/farlam-wants-workers-housed-mining-charter-goes-to-court-coal-firms-transform-for-eskom-2015-06-26,https://www.miningweekly.com/article/farlam-wants-workers-housed-mining-charter-goes-to-court-coal-firms-transform-for-eskom-2015-06-26,200,text/html,http,259555,3a2e7007d1bc03da301c1a04756c868462042f728c1f81f6a3df50ba93ebc282,trafilatura,,5298,856,b92b1db90083c42daf69b69d0a02bc85bbc8582006aebb6faef2bf3678d59487,
MEDIA-026,acquired_extracted,"Lonmin cuts workforce, shrinks capex, lowers unit costs",2015,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-cuts-workforce-shrinks-capex-lowers-unit-costs-2015-11-13,https://www.miningweekly.com/article/lonmin-cuts-workforce-shrinks-capex-lowers-unit-costs-2015-11-13,200,text/html,http,256060,7aae62e9c1269c3b72e4b44beb5683bf0e8ed4835b23f5158662956e840e04c7,trafilatura,,5212,868,ccd486835abc9e2861b9e6afe74c3615a67ba703abe0f9257cdf6dc83f59f45c,
MEDIA-027,acquired_extracted,Corobrik's quality face bricks used in the construction of Marikana's housing project,2016,Engineering News,retrieval_manifest,https://www.engineeringnews.co.za/article/corobriks-quality-face-bricks-used-in-the-construction-of-marikanas-housing-project-2016-05-23,https://www.engineeringnews.co.za/article/corobriks-quality-face-bricks-used-in-the-construction-of-marikanas-housing-project-2016-05-23,200,text/html,http,249787,87884dd00684b865eadbae717c8e22f03643362088252f4d5617e86d4f5e0914,trafilatura,,4981,763,6d6bff03d274e189f1b0893a82f389a10b254344146c8f4db70bd10ed104fe14,
MEDIA-028,acquired_extracted,"Objectives are to cut fixed costs, minimise capex, up efficiencies",2017,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/objectives-are-to-cut-fixed-costs-minimise-capex-up-efficiencies-2017-04-07,https://www.miningweekly.com/article/objectives-are-to-cut-fixed-costs-minimise-capex-up-efficiencies-2017-04-07,200,text/html,http,265878,9d1b5c989e18519c950ea1619b314770d904a51cb1a91ac57632094bfb744568,trafilatura,,4956,795,a75e10b20607623c88f5d3a125d70cc0384a218e5cee4bafff8d4adc72b19d6a,
MEDIA-029,acquired_extracted,The lost platinum sector jobs are not coming back,2019,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2019-10-24-the-lost-platinum-sector-jobs-are-not-coming-back/,https://www.dailymaverick.co.za/article/2019-10-24-the-lost-platinum-sector-jobs-are-not-coming-back/,200,text/html,http,291328,fbda7cfd740c55f45ebdd979025517d77e6b93c2251b5dc8b857b55e94e7695b,trafilatura,,8004,1303,87c746807464b44ce7cc29f4de3d33ac00efbc9d6115e44c3c572cd530aa5557,
MEDIA-030,acquired_extracted,"One decade on, the Marikana mine has seen a turnaround in fortunes and is making a punchy profit",2022,Daily Maverick,retrieval_manifest,https://www.dailymaverick.co.za/article/2022-08-14-one-decade-on-the-marikana-mine-has-seen-a-turnaround-in-fortunes-and-is-making-a-punchy-profit/,https://www.dailymaverick.co.za/article/2022-08-14-one-decade-on-the-marikana-mine-has-seen-a-turnaround-in-fortunes-and-is-making-a-punchy-profit/,200,text/html,http,300057,c102a728ea6ec5e24eb77148620d0c7ef96b185c06ed6c356869d5278516d745,trafilatura,,4701,829,396285d7aca0c92cd390e086048d084c1081fee2013d9a5316de042e5abc881a,
MEDIA-031,acquired_extracted,Lonmin donates 50 ha of land for residential development,2013,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/lonmin-donates-50-ha-of-land-for-residential-development-2013-10-29,https://www.miningweekly.com/article/lonmin-donates-50-ha-of-land-for-residential-development-2013-10-29,200,text/html,http,258715,f3c1ada134ad69ad2e0a7f7cf4016259bb8741d9a5c26a1aef1514ddcc838813,trafilatura,,3930,607,8abafe52c18e50ba526763013b9113b25c5f0031c9a750c110e9b533f188ec53,
MEDIA-032,acquired_extracted,80 000 AMCU workers on strike in platinum sector,2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/80-000-amcu-workers-on-strike-in-platinum-sector-2014-01-23,https://www.miningweekly.com/article/80-000-amcu-workers-on-strike-in-platinum-sector-2014-01-23,200,text/html,http,262157,0c17243f2813e13a69c0d60211408c13f578db8cccaf8478f6d6d3945a2a3627,trafilatura,,7599,1231,2f34f2ae26f6a569bb4533218014ee6a10c7fa1f5dbbf6b90f8b134bd96be6ea,
MEDIA-033,acquired_extracted,Strike-hit mothers have no food to put on the table – Lonmin,2014,Mining Weekly,retrieval_manifest,https://www.miningweekly.com/article/strike-hit-mothers-have-no-food-to-put-on-the-table-lonmin-2014-04-03,https://www.miningweekly.com/article/strike-hit-mothers-have-no-food-to-put-on-the-table-lonmin-2014-04-03,200,text/html,http,263022,565aa7e3f070ccdc0a6a3031824cc7a0b0702acfad6883ae2a74edc24de3058a,trafilatura,,7802,1286,bdde2146058551a3cb378e07c37702ea896f053309cfb27388040e0db5d90f9f,
